Feature,Importance
B3_mean,0.08904383
EVI_median,0.073536865
EVI_min,0.028097505
NDMI_std,0.027787123
NDMI_min,0.023311555
NDMI_slope_up,0.016848588
B11_std,0.016742555
B3_min,0.015887558
B7_min,0.013790866
NDVI_median,0.012930179
B12_slope_up,0.011976469
B12_mean,0.011561614
NDVI_std,0.011466215
B5_std,0.010910899
NDTI_std,0.010665959
EVI_slope_up,0.010387407
NDTI_median,0.010145434
B4_median,0.009741936
NDRE_min,0.0092963455
B5_min,0.00895494
B3_median,0.00875025
B12_argmax,0.008450182
B6_std,0.008431352
NDRE_mean,0.008247117
NDTI_mean,0.008098588
NDRE_median,0.00803577
NDTI_min,0.008024666
B8_argmax,0.007840379
B8A_min,0.007522375
NDRE_max,0.0074943546
EVI_slope_down,0.007455575
B12_slope_down,0.0070559126
B7_max,0.0070031886
B6_median,0.0069235866
NDMI_slope_down,0.006823007
B8_median,0.0068163956
B4_amplitude,0.006313876
NDVI_min,0.006267772
NDVI_mean,0.006199485
B12_max,0.006039426
B11_max,0.006036324
NDMI_amplitude,0.006014138
NDVI_max,0.006010258
B8_max,0.0059580426
B8A_std,0.005868071
B7_amplitude,0.0058657317
NDVI_slope_up,0.005821562
B3_slope_up,0.0057922998
EVI_max,0.005756182
B11_median,0.0057421885
B2_median,0.0056726173
NDTI_amplitude,0.005669905
NDRE_amplitude,0.005586663
B8_std,0.005582348
B8_min,0.0055410033
B11_min,0.005511061
B8_slope_down,0.005509255
B5_argmax,0.0054628993
B8_mean,0.005446959
NDRE_std,0.0054116696
B4_std,0.0052643614
EVI_std,0.0052194553
NDTI_slope_down,0.005196957
B2_mean,0.0051848195
B6_mean,0.005184425
B8_amplitude,0.005180734
B7_median,0.0051764953
B11_amplitude,0.0051299655
B12_amplitude,0.005127495
NDVI_slope_down,0.0051235114
NDTI_slope_up,0.005118041
EVI_argmax,0.0050051827
NDMI_mean,0.004994721
EVI_mean,0.0049797953
NDMI_median,0.0049493946
B8_slope_up,0.0049346257
B7_argmax,0.0048980718
B3_slope_down,0.0048781657
NDRE_slope_down,0.0048740087
B12_median,0.0048737605
B11_slope_down,0.0048261606
NDMI_max,0.004820454
B8A_slope_up,0.00480339
B2_min,0.0047788555
B2_slope_up,0.00473452
B5_max,0.0047260546
NDTI_max,0.0047008833
B2_std,0.0046458673
B2_slope_down,0.004613629
B12_min,0.004598801
B3_max,0.004574517
B7_std,0.004529915
B11_argmax,0.004520005
B6_amplitude,0.00446177
B6_slope_up,0.0044340175
B6_max,0.00438224
B4_slope_up,0.0043505454
NDRE_argmax,0.0043318574
B4_min,0.0043165307
B6_argmax,0.0043110684
B4_max,0.0042617465
B4_mean,0.004185843
B8A_max,0.004154898
B4_slope_down,0.0041203806
B12_std,0.004056191
NDTI_argmax,0.0040531387
B11_mean,0.0039185574
B4_argmax,0.0038559362
B7_slope_up,0.0038306953
B11_slope_up,0.003749315
B6_min,0.0037412853
B5_slope_up,0.003675426
NDRE_slope_up,0.0036586626
EVI_amplitude,0.0036161058
B7_mean,0.0035974898
NDVI_argmax,0.0035764833
NDVI_amplitude,0.0035437562
B3_std,0.0035431478
B7_slope_down,0.0035415816
B8A_argmax,0.0035254948
B5_mean,0.0035101692
B2_max,0.003499217
B8A_median,0.0034779035
NDMI_argmax,0.0033167368
B8A_amplitude,0.003308196
B8A_mean,0.003258954
B5_amplitude,0.003136516
B2_argmax,0.0030467743
B2_amplitude,0.0030382155
B8A_slope_down,0.0029808925
B5_slope_down,0.0029649003
B3_argmax,0.0028745322
B6_slope_down,0.002749216
B5_median,0.0024530534
B3_amplitude,0.0022872584
