Feature,Importance
B4_median,0.04286340143488605
B8_median,0.042649463034255104
B4_mean,0.038240180241463216
B3_median,0.03762200633296191
B3_mean,0.033937311577392215
B3_min,0.028974615791968607
B2_median,0.02549551606121811
B8_mean,0.0228246737185749
B11_std,0.02159518813563029
B12_std,0.02010375260752761
B2_mean,0.019366886888105457
B12_slope_down,0.01741102873603756
B12_mean,0.016120750217953797
B8_min,0.015916816605151658
B12_median,0.0158755426864473
B12_slope_up,0.015664815579119713
B4_std,0.015466450056215329
B4_min,0.014638841153539806
B12_max,0.01405744531843778
B12_amplitude,0.013193810532051443
B11_amplitude,0.013000851130946602
B5_std,0.012859782796628506
B4_max,0.012855280489493252
B2_min,0.012179390931575763
B4_amplitude,0.011972432670387164
B11_max,0.011571602336465571
B12_min,0.010881496011610028
B7_median,0.010371785159707799
B8A_median,0.010250877100807253
B6_std,0.009832906023895527
B11_slope_down,0.009492195872630449
B7_min,0.009445206160379983
B8A_min,0.009396251983098992
B7_std,0.009149600143202109
B6_median,0.009097787185956618
B11_slope_up,0.009093820262308079
B8_max,0.009030380319710565
B11_median,0.009000827252542663
B8_std,0.008925982932525021
B8A_std,0.008576137834451263
B5_mean,0.008508100045845107
B6_min,0.008311012758819503
B11_mean,0.00817433833669086
B5_min,0.008121847830203137
B4_slope_down,0.008086053582349597
B11_min,0.008028704934734385
B4_slope_up,0.007861867993495822
B2_slope_up,0.007765630481000148
B5_median,0.007726089859567908
B6_slope_up,0.007659292123392618
B6_mean,0.007525484074277035
B8A_mean,0.007431773497288824
B5_amplitude,0.007410645720051683
B3_slope_up,0.0073862781997198375
B5_max,0.00732868473782555
B8_amplitude,0.007306338215191156
B7_slope_up,0.0072108618005025495
B7_mean,0.0071555527247455656
B3_std,0.007061469090179245
B8_slope_up,0.006950710604345788
B8A_amplitude,0.006947899687665149
B8_slope_down,0.006911861938132379
B7_amplitude,0.0069054843448629845
B2_std,0.006860192890546163
B12_argmax,0.006798002110386078
B8A_slope_down,0.006787610478393992
B8A_slope_up,0.0065701806179635945
B5_slope_up,0.0065228739954672705
B7_slope_down,0.006410774794823225
B2_max,0.006337629404457078
B2_slope_down,0.0063259910616178675
B7_max,0.006259302235600881
B6_amplitude,0.0062015487260066796
B3_max,0.006196437111717335
B3_slope_down,0.006195548081816657
B5_slope_down,0.006194941660047436
B2_amplitude,0.0060193712791142715
B6_slope_down,0.005966251501634964
B8A_max,0.005703163914996109
B3_amplitude,0.0055365183493788815
B11_argmax,0.005084709066423867
B4_argmax,0.0050705641868914195
B6_max,0.004980903168207507
B5_argmax,0.004528332080047542
B6_argmax,0.0037896620028752873
B2_argmax,0.0037490035947196033
B3_argmax,0.003629913445549203
B8_argmax,0.0033102098418440512
B7_argmax,0.0031221296539768947
B8A_argmax,0.003069160857348056
