epoch,train_loss,val_loss
1,1.1718886398166324,0.9881123430399782
2,0.8628771418687254,0.7954743152917033
3,0.7039496096595285,0.6853784030936784
4,0.6088467561723907,0.6108057570778561
5,0.531836707498542,0.5524320353963961
6,0.47925204364651447,0.5210707936222706
7,0.4428644201586874,0.5066047879983279
8,0.4200938018536026,0.4981407041501517
9,0.4004551238571082,0.47227819367289947
10,0.39015252786260113,0.45309797447137157
11,0.3835669075033302,0.4603050921501134
12,0.3778061296759378,0.46160919286988
13,0.37571870425876663,0.45155655854077453
14,0.37153967700311585,0.4666993822513606
15,0.3756089717267494,0.4571557861185234
16,0.37122620103840787,0.522120681595722
17,0.3617843474494023,0.4421737068028562
18,0.35067091628584696,0.5013417659183143
19,0.34438032228068155,0.460158548090193
20,0.33256560452516215,0.44014297181909734
21,0.33473298125626494,0.5309443354606629
22,0.3307798236407622,0.49035163732490156
23,0.3110132782397562,0.44864239451861143
24,0.31642733606553664,0.527625006979162
25,0.3021978788534437,0.4645706476988616
26,0.30238575223774733,0.5087879990889167
27,0.2948853222356996,0.47748910064247724
28,0.2990274325496897,0.44588601705602526
29,0.28806248688098396,0.49613125990536877
30,0.286324777704838,0.4315269005419028
31,0.285107935150098,0.4282944628686616
32,0.28153912273154874,0.4773073656390412
33,0.27506171761811854,0.4322572659964513
34,0.2708939284206296,0.45937406378563006
35,0.2707817134835381,0.45025072531266647
36,0.27096264542391385,0.4429677376442084
37,0.2729511128980535,0.4503597509981406
38,0.2648240279045816,0.4803543850629017
39,0.2629899043386927,0.4803644221639794
40,0.263108082919761,0.4563126918442723
41,0.2567683738156515,0.4760137576045412
42,0.25400766500100774,0.45801954261381617
43,0.26120144366049663,0.4460828808421639
44,0.25934825011103957,0.4515187878399987
45,0.25684075536855916,0.4475768884023031
46,0.28018005336938956,0.47070719441179476
47,0.29220692969600615,0.5338172377159298
48,0.278701488150582,0.39168079559650487
49,0.27723545224187984,0.5281734843045373
50,0.2770912801165561,0.5468820850455801
51,0.27750273117801505,0.587442092783122
52,0.2721445299907243,0.4475604067747842
53,0.2706658920648254,0.4570823983311252
54,0.26824613965651195,0.48217607234864923
55,0.27100393015602975,0.41710098391831524
56,0.2652497960102589,0.6287020557255857
57,0.27142049285493075,0.556333667501456
58,0.2654077353088272,0.5002085956258806
59,0.26317188921864715,0.4006642388173627
60,0.2645087272836226,0.45223630947697446
61,0.2589781788133989,0.5111105255004934
62,0.2591951097206391,0.47259379388507367
63,0.25836422329186526,0.5508678654628972
64,0.25978402991635485,0.43316620026373304
65,0.2620490902831758,0.4106325013468964
66,0.2542797179450052,0.5063376845334114
67,0.2571124093823682,0.5522182089311105
68,0.25169200481411247,0.4838156920089465
