epoch,train_loss,val_loss
1,1.1628184760689635,1.0091903824659763
2,0.8648805880248405,0.7160861865733205
3,0.6741334477102847,0.5792964038471577
4,0.5797548635627476,0.5069083079020844
5,0.5185773671708666,0.4609339206340349
6,0.48384972237453483,0.44169306593720703
7,0.4562022655795827,0.4385866728504147
8,0.4371048375115768,0.4064650111586895
9,0.4312555966884836,0.40419484295614183
10,0.4204863496213289,0.3941599883988523
11,0.40946215543946773,0.40254585980934626
12,0.414136040906333,0.3878929785674342
13,0.40607974928955526,0.38993752877703564
14,0.4054904923943116,0.3893326555360797
15,0.3974231771118624,0.3830712499375271
16,0.4085434166238518,0.41731522127962684
17,0.4063457017719155,0.39117275051993666
18,0.395059919240257,0.39014659239437854
19,0.3819027013214963,0.4372931878309831
20,0.37598732582990196,0.3802699167426833
21,0.3715898784400384,0.4037540040247022
22,0.365391910859696,0.3521435601304187
23,0.3597740895282496,0.3631986485428639
24,0.34597776874823033,0.4200682116014023
25,0.3476793018059395,0.36163437108953816
26,0.3425608238480961,0.3703860017485075
27,0.3392906498866713,0.355487762795706
28,0.34132152479754274,0.36445224904132845
29,0.3338410498895658,0.3977565386840169
30,0.3320038846754246,0.3690976863382757
31,0.3228438804197535,0.36739661552706215
32,0.3311187683180289,0.40493966559144995
33,0.32630487437674904,0.350228341528055
34,0.31619747728245584,0.37884051751060327
35,0.31674178908410644,0.3544508146780472
36,0.31104492960488134,0.40384738960966104
37,0.3101459632973638,0.3528124042503043
38,0.30868232135677326,0.3844117927464391
39,0.3025670875843715,0.37273030438378474
40,0.3032346288913843,0.38747509375392986
41,0.30627524236152914,0.3644165863350367
42,0.3001498485320307,0.37589410591224776
43,0.2948132217677981,0.38536016200123696
44,0.2980851381815526,0.3956558974008893
45,0.30235834774016096,0.38230160635812155
46,0.3289547372312002,0.4913285829200526
47,0.32410909473704225,0.34030807635735744
48,0.32624958834099055,0.3678960206916964
49,0.31871713918646055,0.3985724119951426
50,0.3216997977736733,0.36584855081636664
51,0.31301408876979375,0.3675791945915431
52,0.3118257994748262,0.41367318964078986
53,0.31760364113640566,0.5913072914769413
54,0.3153757910717644,0.3802137594245363
55,0.3138776899003092,0.4769661436783405
56,0.3057928660411601,0.4574748015788494
57,0.314145226935109,0.39224408186083964
58,0.3112381879501414,0.41773731456579855
59,0.3056106333253623,0.43383643057494037
60,0.3102645502374408,0.4502935402719755
61,0.3129646018614441,0.3654448362547305
62,0.3083318848962927,0.38835524122644255
63,0.310944753608791,0.4136576909127799
64,0.3049128961035873,0.4449344886460073
65,0.30207920497081114,0.3740575689316292
66,0.29691811544110874,0.3506464390224743
67,0.29928561192668324,0.42921773674337893
