Feature,Importance
EVI_min,0.08714509
EVI_median,0.071021974
B12_mean,0.034789138
B3_min,0.030876126
B12_median,0.030730532
B3_mean,0.030156696
NDMI_std,0.02282034
B11_std,0.015070004
B3_median,0.0140043385
B12_slope_up,0.012641715
NDVI_median,0.012404703
B4_median,0.012266235
B5_min,0.0109792575
B4_argmax,0.009796273
B6_median,0.0095974235
NDMI_slope_up,0.009482216
B12_min,0.009212445
B12_argmax,0.009176278
B12_slope_down,0.008878407
B4_mean,0.008676743
NDTI_median,0.008552391
NDMI_slope_down,0.008163018
EVI_slope_down,0.007997993
B6_argmax,0.0075759115
B6_std,0.0074694618
B11_argmax,0.007435199
NDRE_max,0.0074321683
NDVI_std,0.0074129105
B7_median,0.0073724533
B11_median,0.007346993
NDTI_mean,0.0072528063
EVI_max,0.0071725044
NDMI_mean,0.007091372
B7_min,0.007050605
B8_argmax,0.006920824
NDVI_slope_down,0.0067520994
B8_min,0.0066992994
B2_min,0.0066931974
EVI_slope_up,0.0066343313
EVI_std,0.006624697
B8_amplitude,0.006547967
B11_amplitude,0.0064613163
B8_median,0.0064447727
B7_slope_up,0.006392912
B8A_mean,0.006141533
NDRE_mean,0.0061278604
NDTI_min,0.0060609505
B12_max,0.006058908
NDMI_min,0.006036168
B8A_std,0.0058771134
B2_max,0.005762922
NDVI_max,0.0057456624
B5_mean,0.005659034
NDRE_median,0.0055168094
NDRE_slope_down,0.00551618
NDTI_max,0.0054738456
B11_mean,0.005456558
NDRE_amplitude,0.005444517
B11_max,0.0053100004
B5_std,0.0051521305
NDTI_slope_down,0.004895935
B12_amplitude,0.0048948363
B11_min,0.0048751105
B5_slope_down,0.004873499
B6_mean,0.0048611807
B11_slope_down,0.004819769
NDTI_std,0.0048065325
B8A_min,0.0047957585
NDMI_amplitude,0.0047123744
B8_std,0.004626499
B2_std,0.004584022
EVI_argmax,0.004580355
B5_median,0.0045580687
B8_max,0.004501589
B8_slope_up,0.0044732164
B2_median,0.004467216
NDVI_slope_up,0.004413253
EVI_mean,0.004396179
NDMI_median,0.0043571256
NDRE_std,0.004273492
B4_min,0.0042520678
B11_slope_up,0.004250576
B2_mean,0.0041815205
B2_slope_down,0.0041412194
NDMI_argmax,0.004140099
B3_slope_up,0.0040630912
B7_std,0.004051268
NDVI_min,0.0040352223
NDRE_argmax,0.0040345704
B8_mean,0.004030335
B6_slope_up,0.0039769793
B4_std,0.003960343
B7_argmax,0.0039290395
B8A_median,0.0038463792
NDVI_amplitude,0.0038262075
B8A_max,0.0038034865
NDRE_min,0.0037953856
NDTI_amplitude,0.0037921106
B7_max,0.0037489482
B6_slope_down,0.0036952612
B3_argmax,0.0036344025
B12_std,0.0036239703
B8A_amplitude,0.0035796752
B7_slope_down,0.0035699315
NDVI_argmax,0.0035657275
B2_slope_up,0.0035516245
B6_amplitude,0.0035447069
B8A_argmax,0.0035339305
NDVI_mean,0.0035310576
B4_slope_down,0.0035025876
NDRE_slope_up,0.003484226
NDTI_slope_up,0.003455167
B8A_slope_up,0.0034444768
B6_min,0.0034437196
NDMI_max,0.0034214729
B5_slope_up,0.0033662342
B3_max,0.0033657094
B5_argmax,0.0033268936
B7_mean,0.0033000163
EVI_amplitude,0.0032878947
B3_amplitude,0.0032744494
NDTI_argmax,0.0032391713
B2_argmax,0.0032067942
B4_amplitude,0.0032041143
B8A_slope_down,0.0031491122
B5_amplitude,0.003141355
B3_slope_down,0.0031345766
B7_amplitude,0.0030785224
B4_max,0.0030302256
B2_amplitude,0.003017969
B8_slope_down,0.0029298346
B3_std,0.0028930767
B5_max,0.002876907
B6_max,0.0028109837
B4_slope_up,0.0025960458
