Feature,Importance
B3_mean,0.08056407
EVI_median,0.07355107
EVI_min,0.03297167
NDMI_std,0.026351554
NDMI_min,0.022178287
B3_min,0.016795447
B11_std,0.016355881
B12_mean,0.015566495
NDMI_slope_up,0.015493081
NDVI_median,0.013667107
B7_min,0.011784375
B5_std,0.010912488
NDTI_median,0.010769193
NDVI_std,0.010308869
EVI_slope_up,0.009681581
B4_median,0.009227879
NDTI_min,0.009080719
NDRE_min,0.009059058
NDRE_mean,0.008957871
B3_median,0.008916475
NDRE_max,0.008889345
B12_max,0.008785575
NDTI_std,0.008760771
B8A_min,0.007969472
NDVI_mean,0.007822377
NDTI_mean,0.0077576833
NDRE_median,0.007654051
B12_argmax,0.007611882
B6_median,0.007610346
B6_std,0.007555646
B12_slope_up,0.0074639157
EVI_slope_down,0.0073957695
B12_slope_down,0.0071187383
B7_median,0.006924965
NDMI_median,0.006889031
NDMI_slope_down,0.006605398
B8_median,0.0065789376
B4_amplitude,0.0064819073
NDMI_amplitude,0.006473583
EVI_std,0.0064580324
B5_min,0.0064303256
B6_amplitude,0.006424089
EVI_max,0.006389719
B8A_std,0.006343369
B11_median,0.006251252
B8_min,0.0062033534
B11_min,0.0061729634
B2_slope_up,0.006168103
B8_mean,0.0061319424
EVI_argmax,0.005951573
B7_std,0.005933668
NDVI_min,0.005853957
NDVI_slope_down,0.005757799
NDRE_std,0.0056930156
NDVI_max,0.005642835
NDVI_slope_up,0.005606576
B2_mean,0.005586949
B6_argmax,0.0055853184
B8A_mean,0.005585234
B12_amplitude,0.0055289413
B8_amplitude,0.005526606
B11_amplitude,0.0055142837
B3_slope_down,0.0054535936
B7_mean,0.0054287957
B3_slope_up,0.005415206
NDMI_mean,0.005355536
B11_max,0.0053076525
B12_min,0.005239757
B4_std,0.005227561
B8_argmax,0.005224128
NDTI_max,0.0052136267
B4_min,0.0051871515
B11_mean,0.0051744715
B7_amplitude,0.0051682848
B5_argmax,0.0051312135
NDTI_amplitude,0.005060459
NDMI_max,0.005059348
B4_mean,0.00499234
NDRE_slope_down,0.004905956
B4_argmax,0.0049011614
B8_slope_down,0.004869265
B5_median,0.004865969
B12_std,0.004865808
EVI_mean,0.0048327358
B11_slope_down,0.0048005097
B11_slope_up,0.0047802916
NDRE_argmax,0.004736713
B7_argmax,0.0046589384
B11_argmax,0.0046438836
B2_std,0.0046307016
NDTI_slope_up,0.0045549376
NDRE_amplitude,0.004547368
B2_min,0.0044829785
B8A_median,0.0044797813
NDTI_slope_down,0.0044609006
B4_max,0.0044280523
B4_slope_up,0.0044263545
B2_median,0.0044253883
NDRE_slope_up,0.0042594876
B6_slope_up,0.004257702
B8_slope_up,0.0042506084
B8_max,0.0042244806
B7_slope_up,0.004189357
B12_median,0.00417057
EVI_amplitude,0.004163011
B8A_max,0.0041519287
NDVI_amplitude,0.0041465214
B4_slope_down,0.004127162
B2_slope_down,0.004098989
NDMI_argmax,0.004079115
B3_std,0.003972197
B6_min,0.0039497963
B8A_slope_up,0.0039455732
B8_std,0.0038927295
B5_amplitude,0.0038525632
B3_max,0.0038522843
B6_max,0.003814488
B5_max,0.0036638624
NDTI_argmax,0.0035618823
B6_slope_down,0.0034377296
B8A_slope_down,0.003380787
B2_max,0.0031909489
B3_argmax,0.00315573
B5_slope_up,0.0031246466
B7_max,0.0030927924
B6_mean,0.0030877632
NDVI_argmax,0.003066646
B2_argmax,0.0030498665
B5_slope_down,0.0030019335
B2_amplitude,0.002868136
B7_slope_down,0.002727175
B8A_amplitude,0.0027237597
B5_mean,0.0025071185
B3_amplitude,0.0024889312
B8A_argmax,0.0022525194
