Feature,Importance
B4_median,0.04532944756962158
B3_median,0.04345566348066603
B8_median,0.04192345697958258
B4_mean,0.03790276265688752
B3_mean,0.03649891100989509
B3_min,0.03122696237066804
B2_median,0.030341494049597174
B11_std,0.02201674925619398
B8_mean,0.02177742571194571
B8_min,0.01908716876454997
B2_mean,0.01856062669460055
B4_std,0.01818265507952408
B12_std,0.01795747959105635
B12_median,0.017285391635836478
B12_mean,0.017210250730314604
B12_slope_up,0.015987213451795528
B5_std,0.014842357630493028
B4_min,0.01437605634635703
B12_max,0.014317632389156506
B11_amplitude,0.013959906213330145
B2_min,0.013119769943214846
B12_slope_down,0.01280504709893813
B7_min,0.012121584314025166
B4_max,0.01175216310047089
B12_min,0.011391610928360935
B12_amplitude,0.01081697640792504
B8_std,0.010757066074865861
B11_max,0.010756888170651164
B8A_min,0.010449619357363403
B4_amplitude,0.010291600887824966
B11_median,0.009920760628537573
B7_std,0.009843117710095712
B7_median,0.009596432404080786
B8A_median,0.009534089726546166
B6_median,0.009370869911587202
B5_min,0.009320067890410027
B8A_std,0.009160882846782317
B6_std,0.008970557724714017
B8_max,0.008802112004773328
B5_median,0.008684819005532203
B5_mean,0.008606412769826719
B11_slope_up,0.008388271887200418
B11_mean,0.0082981997792253
B11_slope_down,0.008091744036065744
B6_min,0.007975213546765848
B5_amplitude,0.007922499685384889
B11_min,0.007667079021557041
B12_argmax,0.007631666568740925
B6_mean,0.007435684593521673
B8_amplitude,0.007083997288346639
B4_slope_up,0.0070544577903099885
B7_amplitude,0.006998339620397908
B8A_mean,0.006847825367750618
B3_std,0.006843874051908636
B2_std,0.006636170486783186
B4_slope_down,0.006580032728939922
B7_mean,0.00650732369047759
B8A_amplitude,0.006435934053266457
B7_slope_up,0.006365196435054093
B2_slope_up,0.006336131898699786
B5_max,0.006293750378445045
B5_slope_up,0.006206603052981328
B2_max,0.00614437471673006
B8_slope_up,0.006097035235561206
B3_slope_up,0.0060906361144661145
B5_slope_down,0.006025344595682273
B2_slope_down,0.006017576143293789
B2_amplitude,0.005930678262473018
B11_argmax,0.005916127685249129
B3_slope_down,0.005898759847173426
B8_slope_down,0.005839592460007673
B8A_slope_up,0.005790834365949348
B6_slope_up,0.005747833527880315
B8A_max,0.0057410159238435905
B6_amplitude,0.00569866339223688
B7_max,0.005506563045893271
B8A_slope_down,0.005486169592853962
B7_slope_down,0.005459077216409663
B3_max,0.005380964906074393
B3_amplitude,0.005328250320296445
B6_slope_down,0.005106346177167143
B6_max,0.004975695762985083
B5_argmax,0.0044855706909680635
B4_argmax,0.004388054678554315
B8_argmax,0.0034222086903991132
B6_argmax,0.0033719799295298123
B3_argmax,0.0032278281151875347
B2_argmax,0.0031953793067817826
B7_argmax,0.0029423350301363738
B8A_argmax,0.002873047785794865
