timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-05T12:22:58,crop_y2024_s42,40da0408-d0ab-4023-b43a-b322543ca42b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.29982423399997,1.8232877969797667e-05,1.482368985354861e-06,46.56910899963636,0.0,10.0,0.0001526198428896,0.0,3.2771603502775784e-05,0.0001853914463923,0.0,Brazil,BRA,são paulo,,,Linux-7.0.11-arch1-1-x86_64-with-glibc2.39,3.12.3,3.2.7,12,11th Gen Intel(R) Core(TM) i5-11400 @ 2.60GHz,1,1 x AMD Radeon RX 6700 XT,-47.4032,-22.4812,15.474739074707031,machine,20.96,0.6,43.81,6.77996711730957,N,1.0,0.0
2026-06-05T12:23:14,crop_y2024_s43,501d1e16-5466-43c4-ac20-e1dc67bbce2c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.068851923999318,1.7799264172005475e-05,1.47481005518106e-06,46.337570982772725,0.0,10.0,0.0001488585023323,0.0,3.212396982777743e-05,0.0001809824721601,0.0,Brazil,BRA,são paulo,,,Linux-7.0.11-arch1-1-x86_64-with-glibc2.39,3.12.3,3.2.7,12,11th Gen Intel(R) Core(TM) i5-11400 @ 2.60GHz,1,1 x AMD Radeon RX 6700 XT,-47.4032,-22.4812,15.474739074707031,machine,10.0,0.1,44.29,6.853236389160156,N,1.0,0.0
2026-06-05T12:23:30,crop_y2024_s44,30e3a611-1ba3-4fb0-8d1e-1b7ee9ace2a7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.28238185400005,1.7004041033845265e-05,1.3844253692786383e-06,42.84435901495454,0.0,10.0,0.0001401791993286,0.0,3.2717463886107606e-05,0.0001728966632147,0.0,Brazil,BRA,são paulo,,,Linux-7.0.11-arch1-1-x86_64-with-glibc2.39,3.12.3,3.2.7,12,11th Gen Intel(R) Core(TM) i5-11400 @ 2.60GHz,1,1 x AMD Radeon RX 6700 XT,-47.4032,-22.4812,15.474739074707031,machine,18.17,0.5,44.17,6.836069107055664,N,1.0,0.0
2026-06-05T12:23:46,crop_y2023_s42,096769bc-6fb8-48a2-8bf2-9b80528d45fc,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.655334666000272,1.7362060114277906e-05,1.3719163161226142e-06,42.291205633625005,0.0,10.0,0.0001427772483214,0.0,3.375974393333208e-05,0.0001765369922548,0.0,Brazil,BRA,são paulo,,,Linux-7.0.11-arch1-1-x86_64-with-glibc2.39,3.12.3,3.2.7,12,11th Gen Intel(R) Core(TM) i5-11400 @ 2.60GHz,1,1 x AMD Radeon RX 6700 XT,-47.4032,-22.4812,15.474739074707031,machine,24.745454545454542,0.0,44.97272727272727,6.961962959983132,N,1.0,0.0
2026-06-05T12:24:02,crop_y2023_s43,86a8c474-dfc0-4aed-8648-be628887a0d5,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.606667031999676,1.9212665679191133e-05,1.5240083386372749e-06,48.109682903750006,0.0,10.0,0.0001617364287823,0.0,3.3617474491666146e-05,0.0001953539032739,0.0,Brazil,BRA,são paulo,,,Linux-7.0.11-arch1-1-x86_64-with-glibc2.39,3.12.3,3.2.7,12,11th Gen Intel(R) Core(TM) i5-11400 @ 2.60GHz,1,1 x AMD Radeon RX 6700 XT,-47.4032,-22.4812,15.474739074707031,machine,15.909090909090908,0.0909090909090909,46.14545454545455,7.14072660966353,N,1.0,0.0
2026-06-05T12:24:19,crop_y2023_s44,1877f2e8-5882-4ae7-9bab-6d7aefade9e7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.772684668998409,1.9104404383165478e-05,1.4957234816526307e-06,47.0013611015,0.0,10.0,0.00016017513414782051,0.0,3.407797098055501e-05,0.00019425310512837554,0.0,Brazil,BRA,são paulo,,,Linux-7.0.11-arch1-1-x86_64-with-glibc2.39,3.12.3,3.2.7,12,11th Gen Intel(R) Core(TM) i5-11400 @ 2.60GHz,1,1 x AMD Radeon RX 6700 XT,-47.4032,-22.4812,15.474739074707031,machine,7.572727272727272,0.6363636363636364,46.27272727272727,7.1631341414018115,N,1.0,0.0
