epoca,train_loss,val_loss
1,1.1778506971310425,1.0497445683440103
2,0.883260198719053,0.77854055858467
3,0.7337322715378903,0.6911886504105649
4,0.6502334463550523,0.6284874703386705
5,0.5775764282547716,0.5670325560657976
6,0.5297851651449873,0.5382349506434042
7,0.49227998128296585,0.5207592479861652
8,0.4712743295766251,0.5350517522761903
9,0.45891084859574666,0.5086963617789415
10,0.44784048886852007,0.4905541231061302
11,0.4369298417532529,0.4983890998767802
12,0.4335731409950817,0.4856679816285238
13,0.42702531684453476,0.5007242318415078
14,0.4292868329657278,0.4970743046022515
15,0.42173369637055064,0.4828896562952667
16,0.42726481481110395,0.49848082683069245
17,0.422198426271057,0.5321207572720401
18,0.40864193590986475,0.4653686252551848
19,0.39872540789393074,0.46788432658147466
20,0.39129648822759316,0.4541440355569461
21,0.3823898475188019,0.5056952352023933
22,0.3836723849186814,0.5362227415131885
23,0.3814188953641013,0.42617397465171697
24,0.37283762678435595,0.4481163624624309
25,0.36518947040495975,0.42905725445311216
26,0.3653889125521719,0.4697546289979125
27,0.35834542693017724,0.4009388846949218
28,0.35482624088307213,0.4284710964955627
29,0.35343632930676677,0.4998558423379465
30,0.3506671358007644,0.47657770433014246
31,0.3369592162536659,0.5084971474045227
32,0.34536030576042875,0.4175569387526086
33,0.3391172773289441,0.41529185137302754
34,0.3423476872922111,0.4019816852302002
35,0.3351368670206077,0.4102471206195553
36,0.33829881204203555,0.42337416787799315
37,0.3337057687209543,0.4193533393118879
38,0.3284798408682793,0.42644386233920795
39,0.3313399934733533,0.4107254439733256
40,0.3259609478838645,0.4149711271719232
41,0.3203059058305145,0.4237010304998886
42,0.3189049492156981,0.4171485611738183
43,0.3239444908490487,0.438180214087005
44,0.3251067283719886,0.42937780706880024
45,0.3226502056699611,0.4330111978477956
46,0.349193027157452,0.50764139157405
47,0.3447807426221888,0.4753995162855072
