epoca,train_loss,val_loss
1,1.1655796062473578,1.03925563511855
2,0.8827534250579583,0.8203516760751338
3,0.6893551574168857,0.6879860848147407
4,0.5732046706714705,0.60106153304508
5,0.5052841133004071,0.5749479282181069
6,0.4652251052538237,0.538702287159071
7,0.4435040108460064,0.5321057579048398
8,0.425965984759909,0.5017452831937326
9,0.4156442709273426,0.5107207832015036
10,0.4078317879121746,0.497517592887275
11,0.4035935973262937,0.4915538147358324
12,0.3947858676786409,0.5062927238878883
13,0.38569645527965996,0.504925606339309
14,0.39370848883000253,0.5031616102386538
15,0.38837152808650904,0.4964123310052381
16,0.3956937104603022,0.5189159125130639
17,0.3834847181388514,0.4962586915476614
18,0.3766551881153049,0.4683370859947624
19,0.36941469318252074,0.48049927307126283
20,0.36101488168413143,0.47733000646431145
21,0.35931533109861036,0.5266490506092817
22,0.3572640635580101,0.4457426381898221
23,0.34675218474556807,0.4604990662702012
24,0.3425939472310335,0.4740817723936687
25,0.33531588181548116,0.43314279306377634
26,0.3311865625936871,0.44760895751037494
27,0.33214980804697086,0.447134879301142
28,0.3295293867958372,0.4939349767184487
29,0.3167145382574368,0.4585712776715359
30,0.31531331306578436,0.43006685175298826
31,0.31992418414255114,0.4684570307908721
32,0.31119357747946397,0.4423754550567847
33,0.30716437780185923,0.457153702454521
34,0.3109255311902776,0.44796767072467725
35,0.3085676533679175,0.4961816095420386
36,0.30222064850565716,0.47393857088180813
37,0.30318404088231,0.4251863032456441
38,0.3021333512112234,0.456312087657855
39,0.3018616133602318,0.47344705745311355
40,0.29291070455823415,0.4490541879707714
41,0.29215387264268755,0.4580670514821678
42,0.2940668240801052,0.4598719203816483
43,0.2938427506043994,0.43680478224564123
44,0.2942880233404707,0.47666667059494344
45,0.29005244006918207,0.4536662950312419
46,0.32027738090626545,0.4927117856119489
47,0.31591165877288313,0.7729333643654189
48,0.320580020452045,0.45290905306886936
49,0.3135298906686967,0.5161419265699846
50,0.3194013733873706,0.6756094932720127
51,0.3180308291276942,0.46169071135199546
52,0.3130490505741977,0.41417324411819856
53,0.3081257832583414,0.5413206370529479
54,0.3048344643521804,0.5276427310385435
55,0.31376917582627334,0.6453301069497078
56,0.299645321508113,0.47359452832187876
57,0.3046883454948808,0.8915958562366244
58,0.2969587956724279,0.4286124914515625
59,0.31388488569864603,0.50256583119193
60,0.30720841561146855,0.4897100422864439
61,0.2957714676383797,0.46526373617422795
62,0.29366732821870895,0.4607128044270092
63,0.29378808162837267,0.6341397910695292
64,0.29246683711241916,0.6202280336921776
65,0.2984378718601521,0.4381455181389432
66,0.29516256434141863,0.5010152971564166
67,0.2918420433540912,0.47357346205632656
68,0.28959424613470713,0.394029444726658
69,0.2862818386850615,0.48476022506514477
70,0.28589109603572477,0.4192987930495932
71,0.29361319751555526,0.5330931917755279
72,0.28833674984703567,0.4883668293159307
73,0.29099832187951996,0.449858610002014
74,0.2820546458933702,0.5042716284401643
75,0.2890055137511054,0.4874132335431966
76,0.2826861874260054,0.5531688733884688
77,0.2794546964317229,0.4896942278705896
78,0.27787452526753453,0.48964953352857327
79,0.2772447506649194,0.5228807435894931
80,0.28484832108034497,0.4566057681053508
81,0.28084106150809685,0.4863769477630416
82,0.28002774681133885,0.49109501745218753
83,0.27444359371429333,0.45295184867090177
84,0.27672696627131854,0.46505699377440357
85,0.2750505578806405,0.4405505704748581
86,0.2703077918347327,0.43935424327194444
87,0.2677725513393623,0.4380029371876828
88,0.27123032556800303,0.5050945589844101
