epoca,train_loss,val_loss
1,1.162353905498529,1.1065944590097114
2,0.8683726862992911,0.8096697488712143
3,0.6581496371019013,0.6801478012647583
4,0.5469039772970105,0.6108301395921691
5,0.47971968882489274,0.5597177677641425
6,0.43956416754353606,0.5658008105750988
7,0.4140915824028235,0.5421689437795884
8,0.39429381405414,0.5288932429816773
9,0.3827928540823476,0.5194413721464828
10,0.36944999947797685,0.5538885018427523
11,0.36544354180085054,0.5153129413216775
12,0.3622004053181086,0.5259682603554748
13,0.3594844923496466,0.5278467753814531
14,0.363536844165589,0.5255806420765201
15,0.356368560260841,0.5310722254856672
16,0.36009563701870856,0.5081478085085097
17,0.35241127738019,0.5884860869937817
18,0.33880713843514887,0.49832116299742046
19,0.3410200123333823,0.5764733709334554
20,0.327899146929357,0.5230528271468764
21,0.33384627572359576,0.6359339329180107
22,0.32080829322374677,0.5624295681087086
23,0.31394947844946236,0.4658072613336665
24,0.3096819092835355,0.5835027996299719
25,0.3032185322933561,0.6525596780753793
26,0.30101834156321405,0.5255056812948694
27,0.29861771383619407,0.6644783826662617
28,0.29699293618251943,0.5541346734308153
29,0.2923807443155084,0.5609674795326962
30,0.2828254112220266,0.5223558531974472
31,0.2720833995475004,0.61113449280034
32,0.28184454597316183,0.593956351782553
33,0.2756441318453506,0.610158969903881
34,0.2764624979571839,0.5303342836505976
35,0.2712643520032457,0.5676319884326508
36,0.2663344268839421,0.6341066441524357
37,0.259842934701896,0.5670476655905985
38,0.25901207037796337,0.5340870730977391
39,0.2614915684849511,0.5531831850785297
40,0.26193727768539915,0.5642659089843497
41,0.2585528810870036,0.5594579129590015
42,0.2532514327942333,0.5587393438217126
43,0.2568376551425314,0.5648139342979636
