epoca,train_loss,val_loss
1,1.176916411872292,1.121356776246797
2,0.918921350458498,0.8807629573112454
3,0.7129924666797273,0.7478098591772094
4,0.5974903340386064,0.6773112670546068
5,0.5289424803513841,0.6481467629375444
6,0.4826150518909096,0.623101847204538
7,0.46424129093444677,0.5867046720293753
8,0.44887698435796075,0.6226738804677907
9,0.43780103604313014,0.5847130117430174
10,0.4231216273717551,0.6176855477490291
11,0.4144688954663659,0.5798191042887674
12,0.4064607092756505,0.5775103872441245
13,0.4088981916385486,0.5759339639007915
14,0.40446471351820606,0.557778680962406
15,0.40337639895490046,0.6063503548018069
16,0.41430135002056834,0.6207104546387645
17,0.3962802783143046,0.5578975570176015
18,0.3867244972304809,0.564968305873595
19,0.37308011742193037,0.5839070274143743
20,0.36432759505591444,0.6445589750380251
21,0.3614013778758232,0.7989360301803181
22,0.3559370293396467,0.6306032239744307
23,0.35257885797181654,0.9016832371423491
24,0.3426016377086722,0.5385455272806269
25,0.3380785652696248,0.6145660892527601
26,0.3277658949757152,0.5332777557904015
27,0.3377661756723088,0.5377160870158318
28,0.33017709056755384,0.5096537545592735
29,0.32589118788992416,0.5161235380327882
30,0.3214066159060851,0.7454811868918433
31,0.3174142399688805,0.5681803729425542
32,0.31572779326087974,0.5583145249303665
33,0.31132928903933255,0.581340112379299
34,0.3033715297262596,0.49897555118010517
35,0.2991079872226675,0.5172158354490629
36,0.3008995199601369,0.5145805057889727
37,0.30421033213639415,0.523396394861322
38,0.29888837134295215,0.5772743723526953
39,0.29732626125285594,0.5375972108313422
40,0.29884992812687317,0.5481474676471815
41,0.2960683997911092,0.5252315999801316
42,0.29292807420523803,0.5392055343392097
43,0.28777404888894526,0.5765628169519007
44,0.28668744580551564,0.5565937102616738
45,0.28597607914439666,0.5430785829789899
46,0.32378674851554723,0.8120501955414887
47,0.3162698334775877,0.5790942310424965
48,0.30949448499626636,0.5721024757740037
49,0.308186157806005,0.8056942995850452
50,0.3169894614770622,0.5582852039488864
51,0.31288732744519415,0.7297034375450357
52,0.3029579535417844,0.6838295598630878
53,0.29932491674238687,0.5580488737734521
54,0.31241971658344353,0.4873479462066424
55,0.2982166685004801,0.6077228106197377
56,0.3010041221895844,0.5802890403237967
57,0.29902980877384616,0.5539732433623882
58,0.29579842862344774,0.5484353535561483
59,0.30083178894053775,0.500614483396988
60,0.2998451860397114,0.6662258676705115
61,0.29036895898819004,0.6068707734928214
62,0.28819480116642593,0.5178157995769448
63,0.2912484828822016,0.6160118572968809
64,0.2895298963645597,0.565402254128232
65,0.2886587621902301,0.5898510299983959
66,0.28232450515319574,0.7101260667703156
67,0.2839691380167301,0.5247647712951282
68,0.29237033042818533,0.6141420012139274
69,0.28469108040342944,0.4967951630003109
70,0.28529939057028886,0.554362717566073
71,0.28750506502942313,0.5776383686953495
72,0.2826010636316319,0.6667546982447996
73,0.27714556681514374,0.6091516815874771
74,0.27993053013876185,0.6408322531075384
