epoca,train_loss,val_loss
1,1.177751609982777,1.103177141156869
2,0.9199780635351181,0.8147793387224574
3,0.7314166582313515,0.6517965586599476
4,0.6227541976717246,0.5658925082544691
5,0.5523925675147915,0.5186166359343863
6,0.5224665845201129,0.5044275943066157
7,0.5064038082017368,0.5013833516437072
8,0.4926730807569492,0.47107127278021127
9,0.47791634787245724,0.467093639128482
10,0.46908563250809143,0.4537670330373113
11,0.46297436001536757,0.45650266144154966
12,0.45625379567858765,0.4564815038367984
13,0.45188635881855277,0.46001459498345754
14,0.44699320225865585,0.46169146488202156
15,0.44619516895083566,0.4455344552375989
16,0.452399407319575,0.45027348624667074
17,0.4311163271343503,0.4256904445787325
18,0.43412257462113346,0.4559158539084163
19,0.4187902737568397,0.4620539790012295
20,0.4196183877888327,0.4242303073568453
21,0.4086209577596267,0.40734197526245447
22,0.39859875355038743,0.4297383095689876
23,0.3894568800278831,0.40086304229695835
24,0.3943800032816821,0.40658833286849194
25,0.38651164910493496,0.46895118666915186
26,0.3774245877736241,0.42249379038940515
27,0.37767142717153207,0.36810761852373425
28,0.37038838277179176,0.3650346764677169
29,0.36668847304822955,0.3711456876120362
30,0.3611742604003234,0.37144897661588083
31,0.3611885029053691,0.3823814228882787
32,0.3577992240560167,0.3652236655670855
33,0.3595238223191301,0.38067787785081025
34,0.35004592492924397,0.40275374575678785
35,0.3463181512371464,0.38163415212376844
36,0.3455386488953936,0.3555389583662404
37,0.3418659594799713,0.3626025938183053
38,0.3375279597843196,0.38307834888322234
39,0.34776844771171767,0.36453825829142
40,0.3402254365405629,0.3739380027265346
41,0.33636407231171755,0.3661660359940194
42,0.3302335806476109,0.3678087925352866
43,0.33315354523206286,0.384078597367037
44,0.328518774047255,0.3744983652005328
45,0.33564725538019746,0.37559134082814954
46,0.35747660437500883,0.41432890871911837
47,0.3626855144945848,0.37081556908774127
48,0.3568695591583526,0.38588486998770377
49,0.3570198047666538,0.43853315141581295
50,0.3516017570990499,0.36918041614585423
51,0.35024976248313006,0.44562083565481475
52,0.35377161443152566,0.370973831716931
53,0.34721683124483205,0.3834940370458199
54,0.3414480496173744,0.4406509222903846
55,0.3432495216938289,0.36969918573947463
56,0.3387354364225599,0.4242397981716617
