epoca,train_loss,val_loss
1,1.1690670268932948,0.9887157714728153
2,0.8626674751765484,0.7877763130849459
3,0.7069217580039191,0.6916226889147903
4,0.6111691194458234,0.624361294568187
5,0.5365520345487703,0.5590192388605189
6,0.48316846431996474,0.5294040451547514
7,0.4484760750062314,0.5005415395052746
8,0.42556735683306723,0.505488418449055
9,0.40655724951906336,0.478262527101369
10,0.39598968071138463,0.4650406939413411
11,0.38962945169812163,0.465054544575688
12,0.38294715806351187,0.4532987992370169
13,0.38495350508849846,0.44975523760021735
14,0.3810272418973318,0.4614245198190413
15,0.37965049026106074,0.47149569038991573
16,0.37841044113408256,0.48889184523913193
17,0.36595217956089626,0.4391569096431989
18,0.35853239636805606,0.5568455576695979
19,0.35083548824169436,0.4408756535462659
20,0.3405749665491991,0.4260732884760256
21,0.3386138462270822,0.4953711737085272
22,0.3337240569449934,0.4798173522708392
23,0.32375019305929204,0.42407880664273145
24,0.32396967424479667,0.4666547794534702
25,0.31596443687072145,0.4404893407917986
26,0.3146307467005814,0.4453685200374937
27,0.30368092607415564,0.4703494659176579
28,0.2992888185222106,0.446692312064797
29,0.2939315076899804,0.4381080584092574
30,0.29605312847126886,0.4237873369194442
31,0.29286928653273714,0.43353159831027793
32,0.2907080497912196,0.4358736151195937
33,0.2835948575708585,0.41529067395512104
34,0.28142666499915997,0.46257931614162945
35,0.28050436033437465,0.4197559714518011
36,0.2784923870179104,0.4563054810068021
37,0.28473710016073056,0.48188239283834644
38,0.2754871723006658,0.44612192122221794
39,0.2716386562349389,0.44144596744466713
40,0.2787824589847142,0.4357511806367624
41,0.2678306539154555,0.457699016027579
42,0.2673098733079344,0.4483362640796687
43,0.27243238710605305,0.4410568114282306
44,0.2689479713836813,0.43327062932730526
45,0.2710842155967812,0.43225891690462925
46,0.28953085515448684,0.441092139301878
47,0.3007207791944916,0.40365279196488735
48,0.2927347268974734,0.3949283880818171
49,0.2933668372516916,0.4551668570298538
50,0.2887430669119442,0.48964407363724627
51,0.2819353208849799,0.5152317936773654
52,0.27659042270905637,0.4458091200200797
53,0.2786821141415325,0.4421110181294708
54,0.2805156015235467,0.5126454209438478
55,0.28367248204081935,0.4074953936165832
56,0.28053418856494844,0.615771185769778
57,0.28227072711270573,0.475114369081327
58,0.27482850787400775,0.41322267667613044
59,0.26998631321017874,0.38148380672490156
60,0.2747665005067524,0.42292318472557194
61,0.27376143905050093,0.5412977005897548
62,0.2712998439979893,0.46596736259733385
63,0.26903734887178266,0.5301267839642084
64,0.2682011930890075,0.40093273175284516
65,0.267235709661812,0.4004893167653068
66,0.2658830029326977,0.4253373818566101
67,0.2725625631353345,0.5069838221024985
68,0.26249570106798725,0.461528138379858
69,0.2626151633505542,0.5442442055703814
70,0.2685246745963927,0.4303352682478099
71,0.25666313502336346,0.5615826088972766
72,0.2532819549221105,0.5183306075105764
73,0.24874810789375307,0.5431221490355854
74,0.25855409496956594,0.48263042033320724
75,0.256902612201414,0.4119975117721943
76,0.2561120107438624,0.4684534654673502
77,0.24922694799799752,0.4569287959373359
78,0.2538220293469513,0.46639867081786646
79,0.25216687111451125,0.565003060391455
