Feature,Importance
B4_median,0.076043025
B8_median,0.05453471
B3_mean,0.043560956
B4_mean,0.029558294
B7_min,0.029177615
B11_std,0.027127022
B3_median,0.020059517
B12_slope_down,0.01848039
B12_mean,0.017941786
B12_slope_up,0.016640184
B3_min,0.016351935
B12_argmax,0.014646833
B8_min,0.014624707
B5_std,0.013863189
B6_std,0.013821232
B5_min,0.012723607
B12_median,0.0125854965
B4_amplitude,0.012043755
B8A_std,0.012038828
B4_argmax,0.012011036
B12_std,0.011373764
B8A_min,0.011286434
B4_std,0.01090592
B8_argmax,0.010626191
B11_argmax,0.010454619
B6_argmax,0.010229575
B6_slope_up,0.0101654
B8_std,0.010137296
B11_max,0.009801531
B12_max,0.009736555
B5_max,0.009522326
B8_max,0.009421999
B11_min,0.009374135
B8_slope_down,0.009117297
B7_mean,0.008963025
B5_argmax,0.008962774
B5_mean,0.008899788
B11_slope_up,0.00886763
B8A_max,0.008741216
B8_mean,0.008729625
B12_min,0.008709103
B5_median,0.008345304
B3_slope_up,0.008250809
B6_mean,0.008199693
B3_max,0.008146036
B2_min,0.0079842685
B3_std,0.007831498
B11_median,0.0077563934
B7_argmax,0.007724908
B11_amplitude,0.0076860124
B2_slope_up,0.007566399
B4_slope_down,0.007543519
B4_min,0.0075255516
B7_max,0.007343365
B2_mean,0.007336457
B2_std,0.007322937
B5_slope_down,0.00730346
B8A_slope_up,0.0072864713
B8A_median,0.007146617
B12_amplitude,0.0070748394
B6_min,0.0070742127
B7_slope_up,0.007040216
B7_median,0.0069724484
B7_amplitude,0.0069625624
B6_median,0.0069322134
B8A_slope_down,0.006904057
B4_slope_up,0.0068843774
B8A_amplitude,0.0067919903
B2_median,0.00665333
B7_std,0.006646393
B11_mean,0.006594457
B8_amplitude,0.006454786
B5_amplitude,0.0062818746
B8_slope_up,0.006217928
B6_slope_down,0.00606552
B2_slope_down,0.006052661
B4_max,0.0059134243
B5_slope_up,0.005845925
B11_slope_down,0.005789298
B3_slope_down,0.0057649016
B2_max,0.005681391
B7_slope_down,0.005646772
B6_amplitude,0.005639428
B2_amplitude,0.0053989007
B8A_mean,0.0053680283
B3_argmax,0.0052861385
B3_amplitude,0.0052689
B8A_argmax,0.0050622
B2_argmax,0.004823679
B6_max,0.0047471058
