Feature,Importance
B4_median,0.06775124
B8_median,0.05400606
B3_mean,0.048298556
B12_mean,0.028295588
B4_mean,0.027716013
B12_slope_down,0.02615927
B11_std,0.025903722
B3_median,0.019646456
B3_min,0.01863226
B7_min,0.017304294
B12_slope_up,0.016453065
B8A_min,0.016209573
B8_min,0.015302111
B6_std,0.014526295
B12_median,0.014414776
B4_std,0.014030368
B12_argmax,0.013882421
B8_argmax,0.013568164
B5_std,0.013159278
B4_argmax,0.011712369
B4_amplitude,0.011543902
B7_max,0.011484112
B6_argmax,0.010794722
B8_max,0.010490841
B8_mean,0.009997371
B12_min,0.009859044
B5_min,0.009579006
B7_median,0.009152824
B5_mean,0.009104704
B12_std,0.009074165
B11_min,0.009002991
B8A_std,0.008800824
B11_argmax,0.008683786
B3_slope_up,0.008646224
B11_amplitude,0.008610379
B2_min,0.008595352
B5_max,0.008578974
B2_mean,0.008566549
B8A_median,0.0084496485
B2_std,0.008248837
B5_argmax,0.008168592
B12_max,0.008160404
B11_max,0.008152525
B8_amplitude,0.008136059
B4_min,0.008130979
B8A_slope_down,0.0081028445
B7_std,0.008072121
B6_slope_up,0.00806081
B8A_mean,0.0075488887
B8A_argmax,0.007413361
B3_slope_down,0.0073642884
B7_slope_down,0.007363815
B7_argmax,0.007342326
B8A_max,0.0073274714
B6_min,0.0072159157
B5_median,0.007164775
B6_median,0.007138401
B2_slope_up,0.0071287025
B11_mean,0.0070932256
B8_slope_down,0.007041192
B12_amplitude,0.0069201975
B5_slope_up,0.006916879
B8_slope_up,0.0069136173
B4_slope_up,0.006913282
B8_std,0.0068544205
B4_slope_down,0.0067911055
B6_amplitude,0.0066289925
B3_max,0.006606602
B5_amplitude,0.006557424
B2_amplitude,0.0064922096
B2_median,0.006455609
B4_max,0.0063245846
B2_max,0.0062525906
B7_slope_up,0.006142091
B7_amplitude,0.0061018397
B6_slope_down,0.0060589253
B7_mean,0.0060540223
B3_std,0.006041829
B11_median,0.005970664
B11_slope_up,0.005929512
B5_slope_down,0.0058811773
B11_slope_down,0.0057663526
B2_argmax,0.0057506924
B6_max,0.0057036877
B2_slope_down,0.0054172603
B8A_amplitude,0.0053890184
B6_mean,0.00536461
B3_amplitude,0.005183504
B3_argmax,0.0051833163
B8A_slope_up,0.0050710076
