base_name,perc_artificial
img_03017_2020,0.00
img_03011_2020,0.46
img_03015_2020,7.60
img_02907_2020,5.52
img_03024_2020,5.71
img_03018_2020,0.00
img_03030_2020,8.28
img_03028_2020,7.84
img_03021_2020,0.01
img_03029_2020,0.60
img_03020_2020,0.00
img_03031_2020,8.10
img_03037_2020,7.51
img_03032_2020,6.18
img_03027_2020,7.87
img_02976_p01_2020,5.94
img_03022_2020,4.29
img_03040_2020,4.59
img_03036_2020,5.62
img_03004_2020,1.86
img_03026_2020,0.01
img_02995_p02_2020,0.50
img_02988_p01_2020,2.69
img_03044_2020,1.27
img_03038_2020,0.00
img_03033_2020,2.90
img_03041_2020,0.00
img_03043_2020,0.00
img_03039_2020,7.46
img_03046_2020,4.69
img_02988_p04_2020,1.60
img_03042_2020,0.47
img_02995_p01_2020,0.68
img_03049_2020,0.01
img_03050_2020,0.00
img_03035_2020,0.09
img_03052_2020,0.45
img_03055_2020,2.29
img_03061_2020,1.41
img_03053_2020,8.28
img_03058_2020,9.31
img_03048_2020,3.08
img_03054_2020,0.43
img_02988_p02_2020,2.61
img_03065_2020,3.15
img_03062_2020,5.94
img_03060_2020,0.00
img_03034_2020,6.64
img_03067_2020,7.83
img_03064_2020,1.80
img_03059_2020,0.12
img_03057_2020,3.64
img_03069_2020,10.13
img_03068_2020,4.11
img_03063_2020,3.91
img_03045_2020,6.89
img_03075_2020,0.00
img_03074_2020,4.14
img_03056_2020,4.12
img_03077_2020,4.17
img_03078_2020,1.79
img_03076_2020,0.00
img_03079_2020,10.09
img_03082_2020,4.13
img_03073_2020,0.00
img_03071_2020,1.91
img_03072_2020,6.14
img_03087_2020,8.33
img_03083_2020,2.72
img_03086_2020,0.00
img_03089_2020,6.13
img_03081_2020,4.56
img_03091_2020,0.00
img_02988_p03_2020,3.69
img_03080_2020,5.35
img_03088_2020,3.18
img_03095_2020,0.10
img_03094_2020,1.29
img_03099_2020,0.09
img_03098_2020,8.13
img_03101_2020,4.80
img_03090_2020,0.47
img_03047_p01_2020,4.79
img_03047_p02_2020,5.74
img_03051_2020,0.01
img_03103_2020,1.21
img_03104_2020,3.71
img_03102_2020,2.08
img_03106_2020,4.20
img_03109_2020,0.23
img_03105_2020,4.31
img_03113_2020,1.10
img_03111_2020,11.26
img_03092_2020,2.51
img_03112_2020,1.12
img_03115_2020,6.71
img_03116_2020,4.15
img_03108_2020,0.02
img_03119_2020,6.65
img_03114_2020,5.74
img_03117_2020,3.58
img_03100_2020,2.25
img_03107_2020,0.01
img_03096_2020,11.84
img_03093_2020,7.10
img_03097_2020,4.49
img_03085_2020,0.54
img_02851_p01_2020,2.42
img_02851_p11_2020,0.00
img_02851_p06_2020,5.78
img_02851_p10_2020,0.52
img_02851_p13_2020,1.15
img_03118_2020,4.13
img_03120_2020,4.01
img_03110_2020,7.48
img_02851_p04_2020,0.05
img_03125_2020,0.05
img_03127_2020,0.00
img_02851_p03_2020,0.63
img_03121_2020,4.12
img_03122_2020,4.17
img_03132_2020,4.12
img_03124_2020,4.17
img_03130_2020,4.08
img_02851_p07_2020,3.87
img_03131_2020,0.00
img_03009_p03_2020,3.95
img_03128_2020,4.04
img_03123_2020,3.14
img_02851_p05_2020,3.96
img_03134_2020,11.85
img_03129_2020,0.00
img_03009_p02_2020,2.87
img_02851_p02_2020,2.05
img_03136_2020,3.40
img_03009_p06_2020,7.55
img_03009_p05_2020,2.70
img_03135_2020,6.64
img_03133_2020,0.85
img_03137_2020,2.88
img_03138_2020,9.42
img_03139_2020,4.17
img_03140_2020,4.17
img_03142_2020,4.02
img_03149_2020,8.02
img_03009_p01_2020,1.88
img_03009_p04_2020,3.74
img_03146_2020,4.45
img_03144_2020,1.69
img_03151_2020,0.17
img_03145_2020,0.00
img_03084_p02_2020,0.00
img_03148_2020,4.09
img_03150_2020,0.00
img_03153_2020,7.20
img_03158_2020,3.68
img_03156_2020,4.15
img_03084_p01_2020,0.99
img_03160_2020,4.06
img_02851_p12_2020,1.07
img_03157_2020,0.86
img_03159_2020,4.08
img_03166_2020,11.17
img_03152_2020,3.57
img_03163_2020,4.07
img_03084_p03_2020,0.20
img_03154_2020,0.00
img_03161_2020,0.97
img_03162_2020,4.23
img_03165_2020,6.43
img_02851_p09_2020,0.96
img_03155_2020,6.36
img_03169_2020,0.40
img_03167_2020,4.03
img_03164_2020,3.74
img_03174_2020,3.97
img_03170_2020,0.00
img_03175_2020,11.65
img_03171_2020,0.00
img_03173_2020,5.48
img_02851_p08_2020,0.29
img_03141_p02_2020,7.01
img_03177_2020,0.00
img_03168_2020,0.39
img_03176_2020,0.00
img_03179_2020,4.06
img_03143_p02_2020,6.93
img_03141_p01_2020,6.58
img_03185_2020,7.88
img_03143_p01_2020,6.65
img_03126_p01_2020,1.65
img_03172_p01_2020,0.07
img_03172_p02_2020,0.00
img_03183_2020,0.00
img_03187_2020,4.15
img_03182_2020,0.39
img_03191_2020,0.00
img_03178_2020,6.66
img_03190_2020,0.58
img_03189_2020,0.00
img_03192_2020,0.03
img_03195_2020,0.03
img_03194_2020,0.06
img_03196_2020,10.59
img_03186_2020,4.12
img_03198_2020,12.81
img_03202_2020,4.17
img_03200_2020,4.17
img_03201_2020,0.19
img_03204_2020,4.81
img_03210_2020,3.94
img_03197_2020,4.57
img_03206_2020,7.18
img_03205_2020,3.92
img_03207_2020,2.92
img_03181_2020,10.08
img_03208_2020,3.58
img_03188_2020,4.22
img_03214_2020,8.17
img_03212_2020,4.06
img_03209_2020,0.86
img_03147_2020,0.00
img_03216_2020,1.50
img_03223_2020,0.00
img_03215_2020,4.08
img_03217_2020,3.31
img_03221_2020,4.49
img_03222_2020,5.31
img_03126_p03_2020,0.27
img_03218_2020,0.00
img_03126_p02_2020,2.01
img_03220_2020,0.04
img_03225_2020,1.09
img_03228_2020,4.17
img_03230_2020,0.33
img_03213_2020,0.00
img_03233_2020,0.00
img_03231_2020,3.15
img_03180_2020,0.00
img_03240_2020,4.14
img_03193_2020,2.60
img_03229_2020,2.56
img_03224_2020,7.06
img_03226_2020,0.29
img_03242_2020,1.57
img_03237_2020,0.24
img_03236_2020,0.27
img_03227_2020,6.82
img_03238_2020,0.00
img_03232_2020,3.96
img_03243_2020,0.00
img_03244_2020,0.00
img_03248_2020,3.87
img_03249_2020,0.00
img_03245_2020,0.00
img_03255_2020,3.96
img_03252_2020,0.00
img_03247_2020,4.89
img_03250_2020,0.84
img_03251_2020,3.19
img_03246_2020,4.99
img_03258_2020,8.08
img_03261_2020,0.00
img_03199_2020,1.96
img_03253_2020,1.56
img_03259_2020,0.00
img_03234_2020,4.56
img_03262_2020,0.00
img_03184_2020,3.28
img_03260_2020,4.08
img_03264_2020,1.15
img_03203_p01_2020,3.96
img_03254_2020,0.00
img_03267_2020,0.83
img_03266_2020,1.70
img_03269_2020,4.64
img_03256_2020,4.22
img_03265_2020,4.61
img_03239_2020,2.61
img_03257_2020,1.14
img_03275_2020,0.06
img_03272_2020,0.00
img_03276_2020,0.04
img_03203_p02_2020,5.78
img_03279_2020,1.99
img_03274_2020,4.13
img_03271_2020,6.53
img_03284_2020,4.13
img_03281_2020,0.00
img_03278_2020,4.16
img_03273_2020,0.00
img_03203_p03_2020,6.48
img_03268_2020,6.70
img_03270_2020,1.93
img_03282_2020,4.71
img_03241_2020,3.77
img_03287_2020,7.85
img_03292_2020,4.29
img_03285_2020,0.11
img_03290_2020,3.56
img_03286_2020,0.00
img_03293_2020,0.01
img_03294_2020,0.00
img_03297_2020,8.28
img_03291_2020,1.88
img_03277_2020,2.11
img_03299_2020,0.00
img_03295_2020,3.99
img_03298_2020,5.57
img_03289_2020,0.60
img_03300_2020,6.19
img_03283_2020,0.03
img_03304_2020,0.00
img_03235_p02_2020,4.23
img_03302_2020,0.99
img_03296_2020,5.44
img_03306_2020,4.09
img_03301_2020,2.39
img_03308_2020,0.00
img_03307_2020,5.77
img_03309_2020,3.30
img_03311_2020,0.40
img_03313_2020,4.01
img_03317_2020,4.17
img_03235_p01_2020,4.25
img_03315_2020,4.17
img_03314_2020,0.10
img_03318_2020,0.00
img_03305_2020,0.16
img_03235_p03_2020,4.04
img_03319_2020,4.66
img_03321_2020,8.33
img_03320_2020,6.88
img_03263_p03_2020,3.25
img_03323_2020,4.11
img_03333_2020,2.62
img_03322_2020,4.66
img_03280_2020,3.26
img_03316_2020,7.15
img_03327_2020,0.00
img_03329_2020,3.28
img_03335_2020,4.08
img_03330_2020,0.00
img_03288_2020,5.69
img_03331_2020,5.29
img_03338_2020,0.00
img_03336_2020,2.28
img_03328_2020,3.15
img_03334_2020,0.24
img_03263_p01_2020,3.62
img_03339_2020,0.15
img_03340_2020,1.50
img_03263_p02_2020,4.01
img_03345_2020,4.62
img_03348_2020,4.10
img_03343_2020,3.91
img_03337_2020,5.94
img_03351_2020,0.74
img_03347_2020,0.03
img_03324_2020,3.86
img_03346_2020,0.00
img_03350_2020,4.17
img_03353_2020,3.51
img_03354_2020,0.00
img_03352_2020,1.11
img_03355_2020,4.05
img_03356_2020,0.52
img_03342_2020,0.04
img_03344_2020,0.00
img_03310_2020,0.26
img_03312_p02_2020,6.75
img_03360_2020,8.09
img_03359_2020,4.94
img_03325_2020,4.34
img_03357_2020,0.00
img_03365_2020,0.00
img_03358_2020,0.00
img_03363_2020,6.12
img_03349_2020,0.01
img_03361_2020,3.67
img_03362_2020,4.10
img_03326_2020,4.81
img_03211_p01_2020,7.74
img_03332_p02_2020,4.08
img_03364_2020,7.13
img_03312_p01_2020,5.65
img_03366_2020,0.90
img_03369_2020,3.92
img_03370_2020,0.00
img_03367_2020,3.33
img_03368_2020,0.10
img_03371_2020,1.19
img_03372_2020,0.00
img_03376_2020,0.00
img_03211_p07_2020,5.73
img_03373_2020,8.33
img_03332_p01_2020,4.74
img_03375_2020,0.00
img_03374_2020,1.98
img_03381_2020,1.08
img_03379_2020,0.00
img_03211_p05_2020,5.25
img_03382_2020,2.31
img_03377_2020,5.28
img_03378_2020,0.00
img_03387_2020,4.05
img_03380_2020,15.33
img_03390_2020,4.17
img_03211_p03_2020,5.48
img_03303_p03_2020,2.46
img_03303_p01_2020,0.12
img_03303_p02_2020,0.80
img_03384_2020,2.13
img_03383_2020,2.70
img_03386_2020,0.00
img_03391_2020,0.46
img_03393_2020,0.41
img_03401_2020,3.47
img_03385_2020,1.59
img_03400_2020,7.20
img_03388_2020,1.19
img_03395_2020,4.27
img_03303_p04_2020,2.21
img_03406_2020,6.36
img_03394_2020,0.62
img_03396_2020,0.61
img_03407_2020,4.26
img_03397_2020,0.15
img_03403_2020,1.13
img_03405_2020,4.04
img_03408_2020,1.91
img_03409_2020,0.00
img_03399_2020,0.67
img_03398_2020,7.36
img_03412_2020,0.03
img_03410_2020,5.73
img_03416_2020,5.71
img_03417_2020,0.84
img_03414_2020,0.05
img_03420_2020,4.05
img_03413_2020,4.00
img_03419_2020,2.13
img_03404_2020,4.02
img_03418_2020,0.00
img_03411_2020,2.27
img_03421_2020,0.46
img_03389_p01_2020,8.43
img_03427_2020,6.83
img_03389_p02_2020,6.07
img_03341_p04_2020,3.83
img_03424_2020,0.00
img_03425_2020,0.00
img_03426_2020,0.44
img_03428_2020,4.13
img_03434_2020,3.47
img_03430_2020,4.01
img_03429_2020,0.00
img_03432_2020,7.97
img_03437_2020,3.75
img_03435_2020,1.29
img_03431_2020,5.81
img_03415_2020,4.23
img_03341_p02_2020,1.16
img_03439_2020,2.45
img_03433_2020,7.27
img_03341_p03_2020,3.17
img_03211_p02_2020,5.35
img_03440_2020,0.05
img_03443_2020,6.03
img_03438_2020,3.94
img_03442_2020,8.01
img_03441_2020,1.94
img_03211_p04_2020,6.62
img_03422_p02_2020,0.00
img_03211_p06_2020,8.69
img_03444_2020,4.08
img_03447_2020,0.00
img_03449_2020,6.28
img_03446_2020,0.51
img_03422_p01_2020,0.02
img_03448_2020,4.91
img_03392_p04_2020,4.08
img_03392_p01_2020,4.15
img_03423_p02_2020,4.19
img_03450_2020,0.00
img_03341_p01_2020,0.36
img_03452_2020,7.86
img_03402_p02_2020,5.44
img_03454_2020,1.94
img_03457_2020,0.00
img_03459_2020,5.53
img_03423_p01_2020,0.87
img_03460_2020,7.20
img_03455_2020,4.07
img_03456_2020,0.00
img_03453_2020,0.00
img_03461_2020,0.00
img_03392_p02_2020,5.60
img_03464_2020,0.00
img_03462_2020,3.76
img_03468_2020,0.12
img_03470_2020,4.04
img_03466_2020,4.10
img_03472_2020,8.10
img_03402_p01_2020,3.89
img_03465_2020,4.10
img_03392_p03_2020,4.42
img_03469_2020,5.78
img_03474_2020,5.38
img_03478_2020,0.00
img_03481_2020,4.58
img_03473_2020,8.15
img_03476_2020,4.56
img_03477_2020,1.10
img_03467_2020,0.00
img_03482_2020,0.67
img_03480_2020,3.90
img_03488_2020,1.84
img_03483_2020,1.34
img_03484_2020,3.71
img_03463_2020,3.52
img_03485_2020,0.08
img_03479_2020,0.34
img_03471_2020,1.39
img_03475_2020,4.26
img_03458_2020,0.00
img_03492_2020,0.15
img_03490_2020,2.61
img_03487_2020,4.06
img_03494_2020,0.18
img_03489_2020,5.61
img_03493_2020,7.93
img_03495_2020,0.00
img_03498_2020,3.99
img_03497_2020,4.07
img_03501_2020,0.00
img_03503_2020,4.02
img_03502_2020,11.11
img_03496_2020,5.09
img_03505_2020,4.05
img_03506_2020,0.00
img_03507_2020,0.02
img_03504_2020,3.90
img_03508_2020,0.00
img_03436_p03_2020,7.54
img_03512_2020,8.72
img_03500_2020,3.96
img_03499_2020,0.00
img_03436_p02_2020,4.59
img_03511_2020,0.04
img_03436_p01_2020,6.65
img_03510_2020,0.22
img_03514_2020,3.97
img_03509_2020,0.00
img_03486_2020,5.07
img_03518_2020,4.17
img_03445_2020,0.00
img_03513_2020,4.84
img_03520_2020,0.27
img_03521_2020,2.32
img_03516_2020,7.36
img_03515_2020,4.17
img_03517_2020,0.91
img_03524_2020,4.60
img_03525_2020,2.69
img_03522_2020,4.11
img_03523_2020,4.00
img_03530_2020,7.68
img_03451_p03_2020,0.00
img_03532_2020,5.47
img_03491_2020,0.29
img_03538_2020,3.92
img_03528_2020,0.02
img_03535_2020,0.00
img_03531_2020,4.04
img_03542_2020,0.99
img_03533_2020,5.95
img_03540_2020,4.18
img_03544_2020,5.60
img_03543_2020,3.87
img_03526_2020,11.09
img_03547_2020,0.00
img_03536_2020,4.05
img_03537_2020,6.10
img_03550_2020,0.00
img_03551_2020,3.47
img_03451_p04_2020,0.29
img_03554_2020,0.00
img_03548_2020,3.94
img_03552_2020,0.00
img_03541_2020,2.78
img_03549_2020,6.23
img_03534_2020,3.03
img_03556_2020,5.28
img_03557_2020,0.00
img_03545_2020,4.87
img_03546_2020,5.30
img_03561_2020,0.00
img_03559_2020,5.03
img_03553_2020,0.73
img_03558_2020,2.47
img_03565_2020,1.65
img_03555_2020,7.83
img_03566_2020,2.82
img_03564_2020,4.03
img_03451_p01_2020,0.00
img_03570_2020,12.28
img_03569_2020,6.38
img_03572_2020,8.92
img_03568_2020,3.35
img_03567_2020,0.00
img_03575_2020,5.36
img_03571_2020,6.98
img_03562_2020,0.23
img_03576_2020,1.13
img_03578_2020,3.38
img_03583_2020,1.88
img_03581_2020,4.17
img_03577_2020,8.69
img_03580_2020,3.94
img_03589_2020,4.23
img_03584_2020,3.96
img_03573_2020,0.72
img_03587_2020,3.27
img_03585_2020,4.17
img_03590_2020,1.87
img_03586_2020,6.02
img_03591_2020,8.09
img_03588_2020,3.96
img_03560_2020,1.54
img_03451_p02_2020,1.88
img_03593_2020,4.80
img_03595_2020,3.35
img_03539_2020,4.93
img_03582_2020,3.08
img_03599_2020,0.00
img_03596_2020,0.31
img_03598_2020,1.57
img_03579_2020,0.11
img_03597_2020,4.76
img_03606_2020,2.46
img_03603_2020,5.97
img_03600_2020,0.00
img_03605_2020,6.77
img_03608_2020,0.38
img_03519_p01_2020,0.00
img_03592_2020,3.95
img_03611_2020,0.00
img_03613_2020,4.06
img_03607_2020,6.27
img_03604_2020,0.00
img_03612_2020,3.88
img_03610_2020,4.57
img_03609_2020,0.93
img_03617_2020,0.00
img_03624_2020,8.24
img_03623_2020,0.00
img_03614_2020,0.40
img_03619_2020,3.12
img_03622_2020,3.84
img_03630_2020,0.41
img_03629_2020,5.37
img_03621_2020,7.45
img_03616_2020,4.09
img_03627_2020,4.07
img_03626_2020,6.49
img_03631_2020,4.59
img_03632_2020,8.30
img_03628_2020,0.99
img_03635_2020,3.96
img_03625_2020,8.70
img_03519_p02_2020,0.81
img_03636_2020,0.03
img_03634_2020,0.00
img_03637_2020,4.59
img_03640_2020,1.21
img_03645_2020,0.00
img_03638_2020,4.08
img_03639_2020,0.72
img_03601_2020,4.22
img_03644_2020,4.17
img_03643_2020,0.00
img_03633_2020,2.43
img_03642_2020,4.82
img_03651_2020,0.49
img_03618_p01_2020,2.14
img_03649_2020,0.00
img_03646_2020,0.00
img_03648_2020,0.21
img_03618_p02_2020,1.19
img_03652_2020,0.00
img_03655_2020,1.41
img_03654_2020,0.00
img_03647_2020,2.75
img_03656_2020,8.10
img_03653_2020,4.10
img_03657_2020,0.44
img_03658_2020,1.96
img_03663_2020,0.00
img_03661_2020,3.31
img_03664_2020,6.94
img_03659_2020,4.52
img_03662_2020,5.09
img_03620_p01_2020,0.33
img_03666_2020,0.06
img_03667_2020,4.07
img_03670_2020,8.33
img_03669_2020,10.56
img_03668_2020,0.00
img_03665_2020,6.16
img_03671_2020,0.00
img_03674_2020,0.00
img_03676_2020,3.72
img_03615_p01_2020,1.43
img_03678_2020,0.06
img_03673_2020,0.62
img_03682_2020,1.13
img_03680_2020,3.85
img_03675_2020,0.00
img_03685_2020,4.24
img_03679_2020,0.75
img_03687_2020,3.73
img_03681_2020,0.00
img_03650_2020,0.26
img_03689_2020,3.55
img_03691_2020,4.91
img_03692_2020,4.17
img_03693_2020,0.60
img_03641_2020,0.00
img_03695_2020,2.97
img_03696_2020,11.63
img_03697_2020,0.00
img_03683_2020,2.01
img_03694_2020,10.45
img_03698_2020,0.46
img_03704_2020,4.03
img_03700_2020,0.00
img_03686_2020,4.13
img_03672_2020,0.03
img_03703_2020,0.00
img_03705_2020,1.57
img_03708_2020,0.00
img_03688_2020,4.17
img_03615_p02_2020,1.27
img_03620_p02_2020,1.73
img_03706_2020,2.63
img_03710_2020,10.73
img_03712_2020,3.83
img_03711_2020,9.39
img_03718_2020,0.00
img_03684_p01_2020,1.39
img_03714_2020,0.35
img_03709_2020,4.34
img_03716_2020,4.10
img_03527_p03_2020,10.61
img_03684_p02_2020,4.68
img_03702_2020,1.21
img_03707_2020,0.00
img_03701_2020,5.81
img_03690_p01_2020,0.13
img_03719_2020,0.00
img_03527_p06_2020,5.37
img_03527_p01_2020,4.79
img_03527_p07_2020,6.65
img_03690_p02_2020,0.00
img_03527_p09_2020,6.43
img_03721_2020,4.08
img_03724_2020,0.32
img_03722_2020,8.19
img_03720_2020,0.00
img_03527_p08_2020,8.32
img_03728_2020,4.17
img_03717_2020,1.01
img_03723_2020,0.00
img_03730_2020,3.95
img_03729_2020,4.63
img_03727_2020,1.37
img_03660_p01_2020,5.76
img_03715_2020,6.98
img_03735_2020,0.00
img_03726_2020,3.00
img_03731_2020,1.02
img_03732_2020,7.57
img_03734_2020,4.12
img_03733_2020,1.26
img_03527_p02_2020,6.52
img_03677_p02_2020,7.28
img_03699_p02_2020,4.11
img_03660_p02_2020,5.18
img_03699_p01_2020,6.79
img_03527_p04_2020,5.73
img_03660_p03_2020,7.04
img_03677_p03_2020,1.79
img_03594_p05_2020,5.34
img_03594_p06_2020,0.03
img_03594_p02_2020,3.69
img_03594_p01_2020,8.35
img_03527_p05_2020,6.86
img_03594_p07_2020,4.42
img_03736_2020,0.62
img_03738_2020,4.06
img_03739_2020,4.01
img_03594_p03_2020,3.94
img_03741_2020,0.00
img_03737_2020,4.15
img_03677_p01_2020,3.04
img_03740_2020,3.87
img_03594_p08_2020,5.20
img_03746_2020,8.21
img_03743_2020,0.02
img_03747_2020,7.59
img_03748_2020,6.21
img_03744_2020,0.00
img_03750_2020,0.75
img_03749_2020,5.45
img_03594_p04_2020,4.34
img_03752_2020,3.81
img_03745_2020,4.17
img_03677_p04_2020,4.94
img_03751_2020,1.15
img_03753_2020,4.10
img_03660_p04_2020,6.46
img_03563_p01_2020,0.29
img_03754_2020,0.14
img_03563_p09_2020,1.04
img_03725_p01_2020,1.94
img_03594_p09_2020,0.23
img_03758_2020,7.90
img_03755_2020,0.00
img_03756_2020,4.01
img_03759_2020,4.09
img_03563_p03_2020,0.68
img_03762_2020,4.04
img_03761_2020,0.44
img_03764_2020,4.17
img_03757_2020,0.00
img_03765_2020,0.00
img_03725_p02_2020,5.08
img_03766_2020,0.00
img_03563_p02_2020,0.43
img_03767_2020,4.14
img_03563_p04_2020,0.72
img_03763_2020,4.17
img_03770_2020,9.31
img_03760_2020,1.95
img_03563_p08_2020,0.40
img_03777_2020,3.96
img_03563_p07_2020,0.08
img_03775_2020,0.00
img_03772_2020,0.68
img_03780_2020,0.00
img_03776_2020,0.10
img_03779_2020,4.02
img_03783_2020,0.69
img_03778_2020,0.00
img_03563_p05_2020,0.31
img_03785_2020,6.47
img_03774_2020,5.76
img_03782_2020,3.90
img_03786_2020,7.75
img_03781_2020,3.92
img_03773_2020,8.97
img_03791_2020,4.17
img_03793_2020,5.57
img_03789_2020,3.82
img_03792_2020,1.11
img_03795_2020,5.06
img_03768_p01_2020,5.39
img_03784_2020,8.29
img_03788_2020,2.06
img_03787_2020,0.17
img_03796_2020,7.38
img_03797_2020,3.61
img_03798_2020,0.00
img_03799_2020,4.00
img_03794_2020,3.95
img_03768_p02_2020,6.74
img_03771_2020,0.02
img_03804_2020,3.16
img_03802_2020,3.65
img_03805_2020,0.57
img_03769_p01_2020,0.00
img_03808_2020,3.31
img_03803_2020,2.09
img_03810_2020,8.33
img_03769_p02_2020,0.43
img_03809_2020,0.28
img_03713_p01_2020,2.44
img_03813_2020,3.38
img_03713_p02_2020,2.38
img_03815_2020,4.17
img_03801_2020,0.07
img_03807_2020,1.62
img_03817_2020,8.33
img_03816_2020,4.09
img_03713_p05_2020,1.92
img_03818_2020,4.20
img_03713_p04_2020,0.80
img_03821_2020,4.05
img_03820_2020,8.33
img_03819_2020,6.93
img_03825_2020,4.17
img_03830_2020,4.44
img_03823_2020,4.17
img_03814_2020,3.56
img_03822_2020,4.22
img_03832_2020,0.40
img_03831_2020,0.10
img_03563_p06_2020,1.00
img_03827_2020,1.49
img_03829_2020,0.00
img_03833_2020,4.12
img_03835_2020,1.38
img_03828_2020,1.34
img_03838_2020,0.00
img_03834_2020,0.00
img_03826_2020,7.51
img_03811_2020,9.12
img_03840_2020,0.07
img_03839_2020,6.52
img_03843_2020,4.06
img_03847_2020,6.51
img_03841_2020,3.25
img_03812_2020,5.90
img_03848_2020,5.68
img_03836_2020,0.00
img_03851_2020,0.83
img_03856_2020,3.94
img_03806_p01_2020,3.90
img_03842_2020,0.00
img_03713_p03_2020,5.58
img_03852_2020,3.98
img_03824_2020,4.65
img_03846_2020,0.91
img_03858_2020,2.37
img_03800_2020,0.23
img_03857_2020,7.29
img_03849_2020,0.95
img_03859_2020,3.15
img_03860_2020,5.04
img_03806_p02_2020,3.19
img_03862_2020,9.00
img_03845_2020,0.00
img_03865_2020,4.00
img_03853_2020,0.40
img_03861_2020,0.02
img_03869_2020,4.21
img_03867_2020,3.89
img_03850_2020,3.81
img_03870_2020,7.16
img_03854_2020,4.86
img_03873_2020,4.56
img_03874_2020,4.06
img_03868_2020,0.08
img_03864_2020,3.50
img_03872_2020,0.00
img_03875_2020,4.86
img_03871_2020,4.14
img_03882_2020,4.10
img_03877_2020,7.49
img_03866_2020,4.09
img_03855_2020,3.18
img_03883_2020,4.72
img_03887_2020,8.47
img_03844_p01_2020,4.33
img_03879_2020,4.37
img_03888_2020,3.49
img_03884_2020,1.56
img_03880_2020,4.17
img_03890_2020,0.05
img_03837_p02_2020,5.91
img_03891_2020,0.11
img_03881_2020,4.07
img_03894_2020,6.71
img_03893_2020,2.51
img_03886_2020,4.15
img_03897_2020,2.63
img_03892_2020,0.87
img_03896_2020,0.00
img_03901_2020,0.00
img_03844_p02_2020,4.09
img_03904_2020,2.31
img_03878_2020,0.20
img_03898_2020,6.60
img_03895_2020,3.50
img_03837_p01_2020,5.52
img_03906_2020,0.00
img_03905_2020,12.45
img_03908_2020,4.90
img_03913_2020,4.19
img_03911_2020,6.24
img_03917_2020,4.09
img_03900_2020,0.00
img_03909_2020,1.62
img_03863_2020,1.61
img_03907_2020,4.10
img_03920_2020,0.50
img_03918_2020,0.39
img_03921_2020,7.71
img_03916_2020,3.13
img_03923_2020,1.71
img_03912_2020,3.40
img_03914_2020,4.17
img_03915_2020,2.31
img_03925_2020,8.16
img_03927_2020,7.64
img_03928_2020,6.23
img_03933_2020,2.53
img_03931_2020,0.00
img_03924_2020,0.00
img_03885_2020,2.47
img_03932_2020,4.12
img_03935_2020,1.50
img_03930_2020,8.23
img_03903_2020,0.00
img_03919_2020,1.78
img_03934_2020,5.48
img_03937_2020,8.54
img_03938_2020,4.11
img_03936_2020,0.24
img_03940_2020,3.99
img_03902_p01_2020,0.46
img_03902_p03_2020,0.15
img_03902_p02_2020,0.00
img_03944_2020,0.00
img_03939_2020,0.26
img_03942_2020,7.80
img_03945_2020,0.00
img_03943_2020,4.12
img_03949_2020,0.00
img_03950_2020,4.05
img_03947_2020,1.83
img_03951_2020,1.55
img_03910_p02_2020,0.49
img_03941_2020,4.12
img_03955_2020,0.94
img_03952_2020,0.81
img_03910_p01_2020,2.86
img_03889_2020,3.03
img_03957_2020,0.86
img_03964_2020,0.00
img_03963_2020,6.61
img_03958_2020,0.00
img_03956_2020,4.41
img_03965_2020,4.15
img_03953_2020,0.59
img_03966_2020,0.48
img_03968_2020,0.04
img_03948_2020,0.02
img_03969_2020,7.67
img_03961_2020,5.02
img_03970_2020,4.27
img_03967_2020,1.75
img_03922_2020,2.26
img_03926_p01_2020,3.97
img_03959_2020,5.92
img_03926_p02_2020,4.69
img_03929_p02_2020,1.96
img_03876_p01_2020,0.04
img_03972_2020,4.14
img_03876_p03_2020,3.73
img_03929_p01_2020,0.07
img_03974_2020,4.17
img_03876_p05_2020,0.08
img_03978_2020,0.00
img_03976_2020,3.32
img_03975_2020,4.13
img_03973_2020,0.60
img_03971_2020,14.66
img_03876_p02_2020,1.57
img_03929_p03_2020,2.46
img_03529_p01_2020,0.08
img_03876_p04_2020,0.00
img_03529_p04_2020,5.54
img_03529_p03_2020,1.60
img_03962_2020,9.41
img_03529_p08_2020,6.06
img_03529_p02_2020,0.05
img_03529_p10_2020,0.23
img_03529_p15_2020,4.10
img_03954_2020,4.54
img_03529_p11_2020,0.40
img_03529_p09_2020,3.06
img_03529_p05_2020,2.27
img_03529_p14_2020,0.68
img_03529_p18_2020,2.34
img_03981_2020,0.00
img_03980_2020,0.00
img_03983_2020,1.21
img_03529_p21_2020,3.10
img_03529_p19_2020,0.78
img_03529_p06_2020,0.57
img_03982_2020,0.18
img_03984_2020,0.00
img_03985_2020,0.84
img_03986_2020,2.68
img_03988_2020,1.27
img_03979_2020,0.25
img_03987_2020,8.29
img_03990_2020,5.40
img_03991_2020,2.75
img_03989_2020,1.27
img_03992_2020,0.00
img_03995_2020,0.00
img_03994_2020,3.97
img_03996_2020,8.23
img_03997_2020,1.61
img_03529_p17_2020,1.55
img_03998_2020,8.39
img_03999_2020,0.19
img_04000_2020,2.60
img_04003_2020,0.71
img_03529_p12_2020,1.19
img_03960_p01_2020,4.14
img_03946_p04_2020,1.95
img_04004_2020,6.16
img_04007_2020,0.00
img_03977_2020,2.44
