base_name,perc_artificial
img_01912_2022,3.79
img_01938_2022,0.31
img_01919_2022,11.09
img_01923_2022,2.23
img_01925_2022,5.42
img_01930_2022,16.67
img_01935_2022,7.58
img_01942_2022,0.00
img_01922_2022,0.65
img_01936_2022,0.00
img_01946_2022,1.85
img_01939_2022,5.48
img_01941_2022,3.32
img_01885_p02_2022,0.00
img_01381_p01_2022,5.91
img_01926_2022,13.53
img_01381_p06_2022,3.96
img_01885_p01_2022,0.00
img_01381_p10_2022,6.18
img_01381_p02_2022,4.54
img_01381_p04_2022,4.97
img_01381_p14_2022,3.16
img_01381_p15_2022,6.86
img_01381_p05_2022,8.61
img_01381_p13_2022,7.22
img_01381_p03_2022,4.41
img_01381_p19_2022,4.07
img_01381_p07_2022,1.52
img_01381_p22_2022,8.49
img_01381_p20_2022,9.58
img_01944_2022,0.75
img_01947_2022,0.14
img_01945_2022,0.00
img_01943_2022,0.03
img_01948_2022,0.10
img_01949_2022,5.82
img_01953_2022,0.00
img_01951_2022,0.00
img_01957_2022,4.15
img_01954_2022,0.00
img_01381_p09_2022,4.03
img_01956_2022,0.00
img_01962_2022,1.82
img_01950_2022,3.71
img_01961_2022,4.49
img_01960_2022,14.50
img_01966_2022,0.00
img_01965_2022,8.41
img_01964_2022,0.76
img_01972_2022,12.29
img_01969_2022,8.33
img_01933_2022,0.56
img_01959_2022,8.52
img_01976_2022,0.11
img_01974_2022,8.19
img_01955_p02_2022,14.47
img_01955_p01_2022,13.20
img_01979_2022,12.50
img_01973_2022,10.24
img_01983_2022,8.27
img_01980_2022,8.12
img_01986_2022,0.00
img_01982_2022,0.00
img_01991_2022,4.17
img_01989_2022,0.00
img_01987_2022,0.00
img_01975_2022,0.00
img_01993_2022,2.55
img_01985_2022,0.17
img_01996_2022,11.96
img_01997_2022,2.78
img_01381_p16_2022,8.04
img_01990_2022,3.49
img_01984_2022,0.00
img_01978_2022,3.65
img_01999_2022,3.99
img_01994_2022,8.45
img_02002_2022,3.92
img_02010_2022,0.00
img_02001_2022,0.00
img_02008_2022,0.00
img_01381_p21_2022,5.82
img_01995_2022,0.00
img_02004_2022,13.04
img_01381_p08_2022,2.25
img_02005_2022,4.17
img_01992_2022,3.16
img_02007_2022,8.55
img_02013_2022,0.00
img_02003_2022,0.23
img_02000_p02_2022,0.15
img_02017_2022,7.63
img_02009_2022,5.00
img_02006_2022,0.02
img_02000_p01_2022,0.05
img_01381_p11_2022,6.90
img_02016_2022,0.09
img_02023_2022,4.11
img_02020_2022,0.27
img_02022_2022,0.00
img_01940_p01_2022,2.45
img_01381_p12_2022,5.22
img_02027_2022,7.95
img_02026_2022,4.26
img_01940_p04_2022,0.19
img_02029_2022,0.00
img_02030_2022,7.84
img_02034_2022,0.03
img_02031_2022,0.00
img_02024_2022,10.06
img_02014_p01_2022,12.55
img_01940_p02_2022,0.79
img_02046_2022,0.00
img_02050_2022,8.33
img_02033_2022,0.00
img_02051_2022,5.70
img_02048_2022,0.38
img_02040_2022,0.14
img_02037_2022,0.10
img_02057_2022,0.00
img_02058_2022,0.00
img_01940_p03_2022,1.00
img_02064_2022,16.25
img_02053_2022,8.90
img_02028_p02_2022,5.72
img_02059_2022,11.62
img_02056_2022,0.17
img_02067_2022,4.23
img_02066_2022,0.00
img_01381_p18_2022,6.12
img_02028_p01_2022,5.71
img_02069_2022,0.94
img_02062_2022,0.72
img_02075_2022,7.79
img_02077_2022,0.00
img_02071_2022,1.74
img_02068_2022,15.36
img_02079_2022,4.21
img_02073_2022,4.10
img_02083_2022,10.59
img_02078_2022,2.73
img_02080_2022,8.68
img_02085_2022,4.00
img_02043_2022,1.80
img_02084_2022,1.43
img_02082_2022,8.15
img_02081_2022,4.52
img_02089_2022,0.00
img_02087_2022,13.62
img_02086_2022,5.81
img_02097_2022,8.56
img_02104_2022,2.35
img_02094_2022,0.35
img_02091_2022,8.48
img_02106_2022,0.00
img_02101_2022,0.00
img_02099_2022,0.03
img_02100_2022,6.04
img_02096_2022,0.88
img_02112_2022,4.17
img_02102_2022,12.55
img_02088_2022,11.61
img_02118_2022,0.10
img_02123_2022,8.17
img_02110_2022,1.47
img_02119_2022,0.00
img_02111_2022,7.37
img_02117_2022,5.11
img_02114_2022,0.05
img_02126_2022,12.02
img_02127_2022,3.06
img_02125_2022,0.00
img_02121_2022,0.00
img_02120_2022,0.02
img_02131_2022,0.58
img_02129_2022,3.47
img_02105_2022,2.31
img_02061_2022,9.05
img_02142_2022,0.00
img_02132_2022,0.00
img_02141_2022,7.86
img_02134_2022,0.00
img_02136_2022,8.00
img_02144_2022,1.46
img_02149_2022,3.87
img_02152_2022,12.55
img_02130_2022,3.09
img_02108_p03_2022,12.44
img_02128_2022,5.38
img_02151_2022,4.17
img_02148_2022,0.00
img_02124_2022,4.24
img_02146_2022,0.00
img_02157_2022,3.23
img_02137_2022,12.70
img_01381_p17_2022,6.84
img_02108_p02_2022,10.29
img_02153_2022,4.36
img_02164_2022,0.38
img_02155_2022,11.07
img_02168_2022,10.70
img_02165_2022,4.08
img_02156_2022,10.20
img_02169_2022,0.00
img_02108_p01_2022,14.66
img_02154_2022,7.48
img_02175_2022,8.38
img_02160_2022,4.35
img_02170_2022,0.02
img_02139_p02_2022,16.03
img_02140_2022,8.16
img_02139_p01_2022,8.33
img_02180_2022,11.11
img_02176_2022,8.89
img_02171_2022,1.50
img_02181_2022,0.05
img_02179_2022,0.00
img_02183_2022,8.31
img_02186_2022,4.38
img_02184_2022,12.66
img_02065_p02_2022,8.80
img_02191_2022,12.20
img_02188_2022,0.21
img_02107_p03_2022,4.17
img_02065_p01_2022,12.78
img_02182_2022,0.00
img_02189_2022,3.98
img_02193_2022,0.00
img_02196_2022,1.19
img_02192_2022,8.58
img_02198_2022,0.00
img_02190_2022,5.57
img_02107_p02_2022,4.19
img_02201_2022,0.00
img_02197_2022,0.00
img_02204_2022,8.19
img_02065_p05_2022,8.88
img_02107_p04_2022,7.55
img_02210_2022,4.05
img_02211_2022,3.63
img_02202_2022,3.51
img_02200_2022,10.97
img_02206_2022,3.96
img_02212_2022,0.00
img_02218_2022,14.27
img_02208_2022,3.58
img_02209_2022,15.60
img_02221_2022,8.42
img_02172_p02_2022,1.10
img_02213_2022,6.77
img_02207_2022,2.38
img_02158_p01_2022,5.43
img_02222_2022,0.00
img_02187_2022,11.51
img_02158_p02_2022,6.98
img_02224_2022,0.00
img_02145_p01_2022,9.72
img_02223_2022,8.29
img_02230_2022,0.00
img_02231_2022,4.09
img_02226_2022,7.09
img_02232_2022,8.36
img_02172_p01_2022,0.14
img_02234_2022,8.71
img_02228_2022,5.47
img_02145_p02_2022,7.32
img_02227_2022,0.00
img_02236_2022,0.79
img_02220_2022,0.31
img_02252_2022,0.41
img_02247_2022,0.00
img_02240_2022,0.00
img_02253_2022,0.00
img_02238_2022,0.34
img_02251_2022,0.00
img_02246_2022,4.17
img_02254_2022,0.00
img_02257_2022,9.18
img_02158_p04_2022,7.15
img_02225_2022,11.00
img_02229_2022,3.54
img_02158_p03_2022,6.22
img_02249_2022,10.33
img_02161_p04_2022,7.18
img_02161_p03_2022,7.41
img_02242_2022,6.40
img_02260_2022,4.61
img_02194_2022,0.01
img_02244_2022,0.90
img_02265_2022,3.94
img_02267_2022,0.52
img_02264_2022,2.39
img_02263_2022,11.42
img_02266_2022,6.24
img_02261_2022,9.84
img_02268_2022,4.25
img_02272_2022,0.07
img_02273_2022,7.95
img_02274_2022,3.99
img_02161_p01_2022,7.02
img_02270_2022,0.56
img_02278_2022,5.52
img_02284_2022,5.19
img_02259_2022,10.34
img_02269_2022,0.00
img_02161_p02_2022,9.78
img_02279_2022,5.33
img_02285_2022,0.00
img_02280_2022,0.00
img_02288_2022,0.00
img_02255_2022,0.00
img_02295_2022,0.39
img_02297_2022,13.63
img_02291_2022,0.00
img_02293_2022,2.23
img_02300_2022,12.54
img_02302_2022,4.48
img_02161_p05_2022,11.90
img_02303_2022,3.94
img_02290_2022,0.00
img_02304_2022,8.00
img_02305_2022,4.11
img_02296_2022,0.00
img_02306_2022,0.00
img_02309_2022,12.32
img_02313_2022,4.56
img_02311_2022,4.35
img_02310_2022,0.05
img_02314_2022,0.00
img_02245_2022,0.32
img_02292_2022,0.65
img_02326_2022,0.37
img_02315_2022,0.03
img_02319_2022,4.62
img_02323_2022,12.50
img_02294_2022,0.01
img_02307_2022,8.83
img_02299_2022,5.02
img_02332_2022,0.17
img_02324_2022,11.40
img_02334_2022,0.03
img_02331_2022,0.00
img_02262_2022,3.90
img_02239_2022,0.69
img_02312_2022,2.76
img_02325_2022,0.05
img_02330_2022,0.00
img_02338_2022,3.90
img_02316_2022,0.06
img_02337_2022,7.92
img_02286_p01_2022,0.76
img_02345_2022,8.29
img_02346_2022,3.96
img_02298_p01_2022,0.35
img_02336_2022,1.70
img_02317_p01_2022,4.04
img_02286_p02_2022,0.01
img_02286_p03_2022,0.83
img_02339_2022,3.68
img_02358_2022,3.79
img_02317_p02_2022,2.75
img_02348_2022,1.71
img_02351_2022,1.49
img_02320_p01_2022,8.04
img_02321_2022,0.12
img_02360_2022,8.16
img_02366_2022,1.25
img_02363_2022,0.07
img_02335_p02_2022,4.38
img_02320_p02_2022,11.11
img_02355_2022,8.38
img_02365_2022,4.79
img_02371_2022,7.91
img_02362_2022,5.74
img_02335_p01_2022,8.21
img_02369_2022,8.98
img_02359_2022,4.84
img_02352_2022,3.45
img_02374_2022,0.08
img_02353_p01_2022,0.00
img_02377_2022,7.67
img_02353_p02_2022,1.70
img_02357_2022,0.00
img_02380_2022,12.50
img_02379_2022,0.93
img_02356_2022,1.01
img_02367_2022,0.00
img_02388_2022,0.10
img_02373_2022,0.00
img_02397_2022,1.90
img_02393_2022,14.63
img_02386_2022,7.34
img_02398_2022,0.00
img_02395_2022,0.02
img_02385_2022,4.63
img_02399_2022,10.38
img_02318_p03_2022,6.08
img_02396_2022,10.67
img_02406_2022,8.33
img_02411_2022,13.04
img_02381_2022,0.15
img_02402_2022,0.90
img_02413_2022,2.66
img_02412_2022,0.00
img_02418_2022,8.38
img_02400_2022,0.00
img_02415_2022,8.41
img_02405_2022,0.66
img_02422_2022,1.94
img_02403_2022,9.14
img_02430_2022,7.75
img_02423_2022,16.13
img_02417_2022,0.07
img_02420_2022,4.23
img_02431_2022,0.00
img_02419_2022,4.45
img_02434_2022,6.99
img_02429_2022,5.08
img_02436_2022,6.93
img_02432_2022,0.00
img_02435_2022,0.65
img_02416_2022,0.25
img_02427_2022,1.20
img_02425_2022,2.69
img_02390_2022,10.32
img_02408_2022,11.11
img_02441_2022,0.00
img_02438_2022,12.53
img_02442_2022,12.12
img_02448_2022,1.90
img_02447_2022,10.30
img_02451_2022,3.94
img_02449_2022,4.17
img_02455_2022,0.00
img_02444_2022,0.37
img_02443_2022,4.17
img_02446_2022,0.03
img_02456_2022,12.19
img_02461_2022,3.11
img_02460_2022,8.36
img_02437_2022,0.00
img_02457_2022,6.98
img_02453_2022,0.00
img_02470_2022,0.04
img_02452_2022,14.97
img_02468_2022,6.69
img_02467_2022,0.56
img_02474_2022,8.89
img_02469_2022,0.66
img_02473_2022,0.00
img_02433_2022,11.44
img_02463_2022,14.86
img_02475_2022,0.20
img_02361_p01_2022,12.28
img_02414_p02_2022,0.00
img_02471_2022,5.06
img_02478_2022,0.00
img_02480_2022,0.00
img_02486_2022,12.16
img_02482_2022,0.00
img_02490_2022,1.04
img_02361_p04_2022,11.39
img_02481_2022,1.44
img_02483_2022,4.65
img_02414_p01_2022,0.01
img_02361_p06_2022,10.55
img_02361_p02_2022,13.94
img_02493_2022,0.00
img_02485_2022,0.20
img_02491_2022,0.09
img_02472_p02_2022,11.10
img_02477_2022,0.39
img_02484_2022,0.00
img_02494_2022,0.12
img_02472_p01_2022,8.33
img_02492_2022,0.03
img_02487_2022,0.02
img_02505_2022,7.21
img_02507_2022,19.11
img_02496_2022,11.54
img_02499_2022,4.25
img_02511_2022,0.00
img_02510_2022,0.00
img_02513_2022,0.10
img_02515_2022,11.12
img_02479_p02_2022,0.29
img_02512_2022,0.00
img_02504_2022,0.00
img_02500_2022,0.01
img_02361_p05_2022,11.10
img_02508_2022,0.00
img_02391_p06_2022,10.99
img_02517_2022,0.38
img_02516_2022,0.00
img_02497_2022,10.55
img_02520_2022,0.05
img_02521_2022,12.78
img_02523_2022,10.80
img_02514_2022,0.09
img_02528_2022,4.46
img_02526_2022,3.66
img_02534_2022,0.00
img_02509_2022,0.01
img_02541_2022,9.89
img_02540_2022,0.08
img_02539_2022,4.12
img_02525_2022,0.90
img_02361_p03_2022,14.95
img_02536_2022,0.00
img_02545_2022,0.00
img_02547_2022,0.13
img_02531_2022,1.81
img_02548_2022,12.51
img_02391_p01_2022,2.29
img_02546_2022,6.81
img_02549_2022,0.00
img_02555_2022,12.98
img_02554_2022,0.03
img_02391_p05_2022,7.87
img_02501_p01_2022,0.11
img_02556_2022,8.62
img_02559_2022,3.84
img_02560_2022,0.01
img_02501_p03_2022,0.85
img_02566_2022,0.00
img_02552_2022,0.04
img_02391_p03_2022,2.86
img_02391_p04_2022,5.67
img_02562_2022,0.18
img_02570_2022,0.00
img_02569_2022,10.40
img_02551_2022,8.26
img_02568_2022,0.00
img_02529_p02_2022,5.27
img_02573_2022,8.19
img_02529_p01_2022,4.08
img_02578_2022,0.00
img_02575_2022,8.27
img_02501_p02_2022,0.23
img_02586_2022,0.04
img_02571_2022,11.68
img_02577_2022,9.85
img_02583_2022,0.10
img_02588_2022,0.00
img_02589_2022,0.00
img_02590_2022,0.00
img_02544_p02_2022,0.07
img_02585_2022,0.00
img_02592_2022,0.00
img_02544_p01_2022,0.04
img_02594_2022,4.17
img_02601_2022,0.00
img_02596_2022,4.19
img_02561_2022,5.08
img_02579_2022,6.15
img_02602_2022,9.41
img_02595_2022,0.07
img_02567_2022,2.15
img_02506_p05_2022,0.00
img_02593_2022,4.08
img_02506_p02_2022,0.00
img_02607_2022,0.14
img_02600_2022,5.25
img_02506_p03_2022,0.00
img_02591_2022,5.75
img_02604_2022,10.86
img_02610_2022,0.03
img_02616_2022,12.69
img_02614_2022,0.75
img_02506_p06_2022,0.00
img_02506_p01_2022,0.00
img_02618_2022,1.88
img_02623_2022,0.00
img_02619_2022,8.51
img_02621_2022,1.30
img_02553_p04_2022,1.26
img_02612_2022,11.21
img_02391_p02_2022,3.97
img_02620_2022,3.30
img_02630_2022,0.07
img_02628_2022,14.74
img_02611_2022,0.00
img_02624_2022,0.00
img_02632_2022,0.00
img_02629_2022,3.02
img_02553_p03_2022,1.35
img_02626_2022,0.64
img_02553_p01_2022,2.52
img_02625_2022,3.87
img_02634_2022,7.95
img_02617_2022,6.10
img_02633_2022,10.91
img_02642_2022,11.58
img_02644_2022,8.65
img_02506_p04_2022,0.04
img_02652_2022,0.11
img_02650_2022,4.27
img_02651_2022,0.00
img_02524_p01_2022,0.00
img_02646_2022,0.00
img_02640_2022,3.19
img_02654_2022,11.29
img_02524_p03_2022,0.00
img_02524_p05_2022,0.00
img_02647_2022,0.00
img_02587_p02_2022,1.20
img_02661_2022,9.98
img_02656_2022,5.37
img_02660_2022,0.00
img_02587_p01_2022,2.65
img_02658_2022,12.06
img_02641_p02_2022,0.00
img_02665_2022,7.90
img_02664_2022,0.00
img_02641_p01_2022,1.00
img_02653_2022,10.48
img_02584_p05_2022,0.00
img_02524_p07_2022,0.00
img_02670_2022,0.00
img_02524_p06_2022,0.00
img_02662_2022,2.40
img_02649_2022,4.99
img_02676_2022,0.00
img_02672_2022,0.00
img_02666_2022,1.08
img_02584_p03_2022,0.01
img_02679_2022,0.00
img_02681_2022,0.00
img_02674_2022,4.98
img_02687_2022,0.11
img_02685_2022,6.29
img_02683_2022,11.85
img_02524_p02_2022,0.21
img_02524_p04_2022,0.36
img_02688_2022,0.01
img_02677_2022,0.00
img_02673_2022,0.01
img_02684_2022,4.18
img_02584_p02_2022,0.00
img_02691_2022,0.02
img_02693_2022,0.69
img_02695_2022,8.12
img_02689_2022,3.92
img_02697_2022,3.47
img_02698_2022,3.63
img_02701_2022,0.00
img_02690_2022,2.63
img_02675_2022,0.01
img_02686_2022,0.16
img_02584_p01_2022,0.01
img_02694_2022,0.00
img_02700_2022,5.59
img_02668_2022,0.00
img_02645_p04_2022,8.32
img_02680_2022,0.61
img_02696_2022,7.23
img_02645_p01_2022,8.51
img_02705_2022,0.00
img_02702_2022,5.16
img_02706_2022,7.18
img_02712_2022,0.59
img_02682_p02_2022,2.47
img_02716_2022,0.88
img_02645_p02_2022,8.55
img_02726_2022,0.11
img_02703_2022,9.51
img_02708_2022,0.69
img_02720_2022,0.28
img_02645_p03_2022,8.51
img_02710_2022,0.06
img_02719_2022,0.00
img_02723_2022,5.14
img_02735_2022,0.41
img_02733_2022,3.95
img_02715_2022,8.27
img_02682_p01_2022,3.85
img_02732_2022,2.88
img_02727_2022,0.19
img_02729_2022,8.63
img_02746_2022,0.82
img_02739_2022,3.41
img_02738_2022,6.89
img_02751_2022,4.99
img_02747_2022,0.37
img_02731_2022,8.69
img_02736_2022,7.81
img_02749_2022,4.17
img_02755_2022,0.00
img_02740_2022,0.00
img_02744_2022,6.99
img_02584_p04_2022,0.00
img_02753_2022,0.78
img_02754_2022,8.42
img_02759_2022,0.00
img_02756_2022,4.59
img_02764_2022,2.56
img_02730_2022,4.30
img_02762_2022,12.86
img_02761_2022,3.85
img_02765_2022,2.88
img_02721_2022,4.77
img_02772_2022,4.05
img_02757_2022,1.59
img_02768_2022,8.48
img_02780_2022,3.52
img_02752_2022,15.81
img_02767_2022,0.00
img_02743_2022,4.07
img_02781_2022,8.33
img_02766_2022,0.04
img_02782_2022,7.02
img_02788_2022,0.00
img_02758_2022,2.99
img_02775_2022,8.79
img_02741_2022,1.21
img_02783_2022,6.23
img_02796_2022,5.78
img_02794_2022,6.67
img_02770_2022,10.85
img_02801_2022,8.06
img_02790_2022,8.24
img_02784_2022,1.14
img_02792_2022,1.67
img_02791_2022,0.10
img_02786_2022,0.90
img_02795_2022,7.80
img_02800_2022,1.21
img_02802_2022,4.08
img_02803_2022,0.16
img_02797_2022,3.21
img_02807_2022,3.31
img_02778_p01_2022,3.00
img_02778_p02_2022,0.00
img_02806_2022,1.84
img_02808_2022,0.01
img_02811_2022,0.91
img_02804_2022,0.00
img_02809_2022,1.27
img_02819_2022,6.34
img_02817_2022,0.33
img_02774_2022,12.16
img_02818_2022,0.00
img_02821_2022,0.00
img_02814_2022,15.17
img_02773_p01_2022,11.05
img_02816_2022,4.13
img_02824_2022,16.72
img_02833_2022,0.35
img_02813_2022,12.02
img_02825_2022,7.97
img_02827_2022,2.69
img_02815_2022,2.85
img_02832_2022,0.00
img_02779_p03_2022,4.17
img_02823_2022,0.00
img_02837_2022,5.56
img_02831_2022,14.05
img_02835_2022,0.00
img_02836_2022,0.00
img_02838_2022,9.39
img_02839_2022,3.99
img_02829_2022,0.36
img_02830_2022,0.00
img_02842_2022,11.11
img_02779_p02_2022,3.63
img_02840_2022,0.00
img_02845_2022,0.00
img_02848_2022,4.17
img_02846_2022,0.68
img_02852_2022,0.00
img_02851_2022,0.08
img_02847_2022,3.94
img_02853_2022,0.38
img_02854_2022,2.90
img_02849_2022,12.23
img_02858_2022,2.37
img_02857_2022,0.00
img_02859_2022,1.03
img_02863_2022,0.00
img_02864_2022,4.95
img_02810_p01_2022,0.38
img_02843_2022,9.12
img_02779_p04_2022,7.59
img_02866_2022,4.39
img_02820_2022,4.06
img_02871_2022,0.80
img_02872_2022,0.00
img_02867_2022,0.01
img_02874_2022,1.91
img_02856_2022,8.33
img_02868_2022,2.92
img_02879_2022,17.86
img_02870_2022,0.00
img_02887_2022,7.74
img_02810_p02_2022,0.19
img_02875_2022,10.35
img_02878_2022,12.50
img_02885_2022,0.00
img_02884_2022,0.18
img_02888_2022,3.98
img_02889_2022,6.69
img_02880_2022,8.13
img_02895_2022,0.00
img_02893_2022,0.00
img_02860_2022,5.46
img_02897_2022,0.81
img_02881_2022,0.32
img_02882_2022,0.00
img_02892_2022,0.00
img_02905_2022,5.44
img_02901_2022,2.94
img_02898_2022,9.87
img_02890_2022,12.20
img_02910_2022,0.00
img_02891_2022,0.13
img_02907_2022,8.23
img_02911_2022,5.62
img_02908_2022,0.06
img_02916_2022,0.00
img_02861_2022,0.00
img_02462_p01_2022,10.87
img_02914_2022,8.13
img_02462_p03_2022,11.95
img_02865_2022,0.00
img_02462_p04_2022,16.62
img_02462_p08_2022,11.63
img_02855_p01_2022,5.34
img_02462_p02_2022,14.18
img_02462_p07_2022,13.19
img_02462_p10_2022,11.81
img_02855_p02_2022,6.28
img_02462_p09_2022,14.19
img_02462_p11_2022,16.11
img_02462_p05_2022,10.68
img_02462_p12_2022,14.98
img_02918_2022,7.96
img_02462_p21_2022,9.06
img_02917_2022,0.32
img_02922_2022,8.74
img_02920_2022,0.20
img_02462_p14_2022,14.64
img_02924_2022,1.17
img_02462_p18_2022,14.10
img_02462_p19_2022,14.50
img_02925_2022,0.09
img_02919_2022,0.00
img_02929_2022,3.85
img_02923_2022,2.50
img_02932_2022,0.00
img_02915_2022,4.48
img_02934_2022,0.00
img_02926_2022,0.00
img_02913_2022,0.63
img_02462_p16_2022,12.50
img_02876_p04_2022,4.24
img_02462_p06_2022,12.19
img_02876_p02_2022,9.65
img_02902_p02_2022,1.29
img_02462_p17_2022,15.20
img_02939_2022,16.27
img_02943_2022,5.95
img_02935_2022,8.56
img_02944_2022,0.48
img_02921_p01_2022,0.92
img_02947_2022,5.94
img_02902_p01_2022,0.35
img_02904_p02_2022,0.00
img_02921_p02_2022,0.12
img_02945_2022,0.17
img_02904_p01_2022,0.00
img_02952_2022,0.00
img_02462_p13_2022,14.30
img_02950_2022,0.00
img_02951_2022,13.89
img_02904_p03_2022,0.00
img_02927_p01_2022,2.95
img_02956_2022,4.05
img_02954_2022,0.00
img_02949_2022,4.57
img_02941_p01_2022,8.18
img_02966_2022,0.08
img_02964_2022,0.00
img_02967_2022,1.85
img_02963_2022,0.19
img_02931_p01_2022,14.95
img_02941_p02_2022,9.24
img_02969_2022,0.00
img_02968_2022,0.00
img_02928_p02_2022,5.97
img_02972_2022,1.11
img_02928_p01_2022,0.53
img_02931_p02_2022,17.91
img_02975_2022,19.08
img_02961_2022,13.96
img_02971_2022,0.00
img_02976_2022,9.21
img_02974_2022,10.11
img_02979_2022,4.01
img_02982_2022,4.04
img_02977_2022,9.07
img_02927_p02_2022,2.77
img_02985_2022,3.34
img_02984_2022,4.07
img_02957_2022,11.41
img_02989_2022,3.89
img_02981_2022,2.40
img_02987_2022,6.95
img_02991_2022,7.45
img_02994_2022,0.00
img_02993_2022,0.00
img_03004_2022,0.56
img_03007_2022,0.00
img_02990_2022,7.97
img_02996_2022,8.76
img_02978_2022,4.50
img_03010_2022,7.98
img_02986_2022,12.79
img_02995_2022,1.06
img_02998_2022,1.64
img_03012_2022,3.61
img_03001_2022,1.96
img_03014_2022,0.31
img_03011_2022,9.27
img_03016_2022,11.14
img_03021_2022,2.78
img_03025_2022,4.15
img_03015_2022,4.05
img_03030_2022,8.98
img_03031_2022,4.04
img_02946_p03_2022,4.87
img_02462_p20_2022,9.54
img_03006_p01_2022,8.55
img_02946_p02_2022,6.41
img_03033_2022,0.00
img_03002_2022,1.16
img_02946_p04_2022,3.90
img_03029_2022,0.00
img_03032_2022,4.28
img_03009_p01_2022,0.90
img_03036_2022,0.00
img_03037_2022,14.80
img_03028_2022,12.50
img_03039_2022,0.00
img_03038_2022,0.00
img_03045_2022,8.66
img_03049_2022,0.72
img_03046_2022,0.00
img_03019_2022,5.01
img_03050_2022,8.71
img_03052_2022,0.00
img_03056_2022,0.00
img_03058_2022,9.06
img_03067_2022,4.00
img_03057_2022,2.40
img_03063_2022,0.00
img_03009_p02_2022,4.13
img_03071_2022,0.00
img_03072_2022,1.49
img_03070_2022,0.00
img_03064_2022,0.00
img_02946_p01_2022,2.03
img_03077_2022,4.17
img_03006_p02_2022,8.79
img_03034_2022,0.00
img_03073_2022,0.09
img_03068_2022,1.12
img_03075_2022,11.27
img_03081_2022,7.88
img_03089_2022,11.72
img_03084_2022,10.35
img_03065_2022,0.00
img_03093_2022,7.99
img_03087_2022,0.22
img_03088_2022,0.00
img_03094_2022,0.00
img_03090_2022,0.00
img_03097_2022,1.25
img_03092_2022,4.28
img_03022_p02_2022,1.03
img_03101_2022,5.93
img_03100_2022,0.89
img_03082_2022,0.04
img_03022_p03_2022,0.28
img_03098_2022,8.33
img_03043_p01_2022,0.00
img_03085_2022,5.77
img_03103_2022,0.08
img_03099_2022,10.50
img_03107_2022,7.03
img_03096_2022,4.07
img_03022_p01_2022,0.83
img_03095_2022,3.30
img_03121_2022,0.00
img_03110_2022,4.20
img_03114_2022,10.24
img_03109_2022,0.00
img_03116_2022,0.16
img_03129_2022,13.50
img_03115_2022,0.10
img_03111_2022,0.52
img_03043_p02_2022,0.32
img_03122_2022,0.46
img_03022_p04_2022,1.02
img_03123_2022,3.86
img_03135_2022,3.78
img_03136_2022,0.29
img_03138_2022,7.03
img_03127_2022,4.04
img_03125_2022,12.19
img_03137_2022,7.53
img_03144_2022,8.25
img_03143_2022,0.00
img_03142_2022,3.85
img_03139_2022,8.32
img_03148_2022,9.07
img_03141_2022,0.00
img_03151_2022,4.44
img_03153_2022,3.84
img_03154_2022,0.00
img_03157_2022,0.00
img_03147_2022,6.86
img_03158_2022,0.00
img_03140_2022,8.49
img_03112_2022,13.32
img_02999_p07_2022,3.09
img_03155_2022,4.70
img_03108_2022,6.01
img_03128_p02_2022,0.02
img_03160_2022,13.28
img_03164_2022,4.30
img_03159_2022,3.64
img_03170_2022,1.01
img_03165_2022,0.67
img_03162_2022,0.00
img_03169_2022,8.68
img_03172_2022,0.00
img_02999_p06_2022,4.61
img_03173_2022,0.00
img_03182_2022,0.00
img_03180_2022,5.55
img_03179_2022,3.23
img_02999_p01_2022,3.57
img_03176_2022,13.84
img_03171_2022,0.00
img_03181_2022,3.95
img_03174_2022,17.30
img_03183_2022,8.03
img_03187_2022,0.13
img_03189_2022,6.74
img_03190_2022,7.95
img_02999_p04_2022,4.40
img_03188_2022,4.68
img_03199_2022,7.31
img_03194_2022,16.02
img_03195_2022,3.94
img_03177_2022,5.09
img_02999_p08_2022,4.18
img_03197_2022,4.17
img_03202_2022,3.73
img_03204_2022,0.00
img_03150_2022,0.37
img_03156_2022,10.92
img_03193_2022,0.00
img_03200_2022,8.25
img_03208_2022,0.00
img_03205_2022,9.11
img_03215_2022,0.10
img_03213_2022,0.75
img_03212_2022,0.00
img_03217_2022,0.00
img_03220_2022,3.01
img_03178_2022,11.01
img_03221_2022,0.18
img_03222_2022,6.30
img_03225_2022,0.29
img_03228_2022,3.96
img_03219_2022,0.11
img_03206_2022,5.51
img_03207_2022,0.59
img_03224_2022,0.00
img_03235_2022,4.17
img_03209_2022,7.04
img_03214_2022,0.80
img_03104_p01_2022,14.74
img_03231_2022,0.03
img_03186_p01_2022,0.83
img_03234_2022,8.54
img_03104_p02_2022,18.74
img_03186_p02_2022,1.70
img_03233_2022,3.99
img_03232_2022,11.27
img_03240_2022,0.19
img_03238_2022,0.00
img_03239_2022,0.00
img_03104_p07_2022,14.79
img_03229_2022,0.31
img_03242_2022,0.34
img_03104_p04_2022,18.10
img_03248_2022,0.00
img_03104_p05_2022,12.89
img_03247_2022,0.03
img_03244_2022,11.98
img_03250_2022,4.42
img_03241_2022,0.00
img_03253_2022,0.00
img_03243_2022,11.97
img_03254_2022,0.03
img_03252_2022,7.39
img_03261_2022,1.30
img_03259_2022,4.17
img_03257_2022,4.09
img_03260_2022,0.17
img_03255_2022,0.00
img_03256_2022,0.85
img_03265_2022,0.21
