epoch,train_loss,val_loss
1,1.2158552940983414,1.2354868287785326
2,1.16520213530518,1.187628222884034
3,1.1162800616006574,1.1088388479503306
4,1.049795024509852,1.0814175524912537
5,0.99884332832518,1.0095405844475727
6,0.9518280002271595,0.9672386540293326
7,0.8804235456216449,0.9087848039104661
8,0.8308967648902376,0.885409328699847
9,0.8205995024146974,0.8572517114577534
10,0.782377479776774,0.8283738653804391
11,0.7691872813997284,0.8430174855632135
12,0.7576583721399548,0.835335774387387
13,0.7516463803022518,0.8239208769210196
14,0.7488617617794705,0.8167991897307589
15,0.7335357851155476,0.8311924505576813
16,0.8172652397724471,0.9837687057189314
17,0.7694972791493631,0.8491451495230382
18,0.7678869777507923,0.885599287416315
19,0.758086422145707,0.819428306260555
20,0.7334390959597508,0.9136393021214045
21,0.7432060653195255,0.8599448645715233
22,0.7152335133201824,0.79204491378102
23,0.707451677359756,0.8004248991287012
24,0.7177268717833213,0.7259718100679129
25,0.6832645666613955,0.7252852253899177
26,0.6634835523969936,0.71331770949349
27,0.6879612405842781,0.7550340836364221
28,0.6837323357993357,0.7127436852773684
29,0.6796326992555969,0.7668812692716702
30,0.6454507135569073,0.6930668006085419
31,0.6633283523784652,0.7124217302066571
32,0.642128145827746,0.7253770687352227
33,0.6324028382295726,0.703819703835255
34,0.6322650954243532,0.6793696168515322
35,0.6212812305324206,0.7831739278515956
36,0.6089101819848465,0.7020814584803605
37,0.6001015165654938,0.6620639064574169
38,0.607562469182479,0.6653078227837064
39,0.6002879772883999,0.6656143420891796
40,0.5918507337232096,0.6521860792359983
41,0.5892789049077738,0.6369498672857804
42,0.5850042653634538,0.6433944795261551
43,0.5788225479796293,0.6595463676785883
44,0.5810222140878876,0.6347542756753002
45,0.5820875454270164,0.6560335857650114
46,0.6712623319105545,0.7824912922722953
47,0.6669499851315885,0.7653651130285194
48,0.6605832391767559,0.7712314776992014
49,0.6231609215245975,0.7525112318355525
50,0.6255928822323009,0.7029562199226018
51,0.6218943432266509,0.734147089113312
52,0.6258002953924928,0.7799260014130179
53,0.6446606593354094,0.6538577656829222
54,0.6169560631962949,0.6756926909135033
55,0.6064292669171704,0.6877147121027587
56,0.6305180860741502,0.6790711003119262
57,0.5998069662091251,0.7031957761356789
58,0.5910285170249016,0.649347646998477
59,0.5912104909440566,0.6299286336472444
60,0.5726393703898863,0.7710963927462069
61,0.5731634649262124,0.6397818837234442
62,0.5745745577727494,0.6258726399947045
63,0.5720070931641617,0.6356167851163329
64,0.5724307281666604,0.6165944824850939
65,0.5547018287679831,0.6047614261523303
66,0.571632735018308,0.6576985900595647
67,0.5606667101327601,0.5989544206631024
68,0.5662733469553641,0.60209749138245
69,0.5544958468288185,0.5826715136297193
70,0.5676530769263941,0.713587552768476
71,0.5593585327818718,0.6016943416762083
72,0.5541444732394865,0.6436750608872535
73,0.5522972401137689,0.5729138731711447
74,0.5526435635140099,0.6289511078553234
75,0.5387003630022684,0.7369795543316825
76,0.549295213470113,0.6091038699569095
77,0.5403630185243812,0.6480379467265334
78,0.5486891510431262,0.6031542611207893
79,0.5501259737859205,0.6062053601886361
80,0.5366929463852287,0.5817630198790873
81,0.5349514917032432,0.5954122220501993
82,0.5286981856132988,0.5818061741626029
83,0.5399468916185036,0.6036922135921569
84,0.5317411109681103,0.6266777362571101
85,0.5326875567154844,0.71047378021301
86,0.5278120691268601,0.5824456329152126
87,0.5271789078107987,0.6104236203499468
88,0.5260062342106542,0.5972495621179382
89,0.5210518459644354,0.5843760417152162
90,0.530929871322495,0.5638597661213909
91,0.5216304148965555,0.5766753340551567
92,0.5175337031109412,0.5714381866134083
93,0.5213816456918499,0.580785838146249
94,0.5203113205447039,0.5654923601606276
95,0.5098748606688301,0.5530737950279926
96,0.5286850998158036,0.5648640783815688
97,0.5213241857321631,0.5868943884953443
98,0.5238142559382615,0.6047448544377291
99,0.5265038204270076,0.5751474282234326
100,0.5243573376468417,0.5877016561923267
