Feature,Importance
EVI_median,0.0458265776904748
NDVI_mean,0.02994564777026256
NDVI_median,0.02871832415961964
B3_mean,0.026286866207265665
EVI_mean,0.024563645466599865
NDMI_std,0.02374814292611103
B3_median,0.022676475628185436
B3_min,0.022532121930561182
B8_median,0.02065599837223631
B4_median,0.020429866661137122
EVI_min,0.02007207787067228
NDVI_min,0.0177158824625881
B4_mean,0.017368568519637625
NDVI_std,0.016608136300856793
NDMI_slope_up,0.013114221864283116
NDTI_median,0.012783736403113614
B11_std,0.012179650540644706
B2_median,0.010952720358700742
NDTI_mean,0.010778821433932948
B12_std,0.010207624602557478
B2_mean,0.010056567999401982
B12_slope_down,0.00986069468574981
NDTI_min,0.00981077899734513
NDTI_std,0.009573540967220594
NDMI_min,0.009319430020753522
B8_mean,0.008998902305395193
B5_std,0.008890584992212939
EVI_slope_up,0.008789790214342489
NDVI_max,0.008766578664956696
NDMI_slope_down,0.008646906753306581
NDMI_amplitude,0.00855283094065196
B2_min,0.008221314505222633
B12_slope_up,0.008062550531153274
B12_max,0.007957967122261487
B4_max,0.00786692204133771
B12_mean,0.007759448960338307
B11_amplitude,0.007618752760244908
B12_median,0.007482119977101051
NDVI_amplitude,0.0071431145694626505
EVI_std,0.0068782703500685155
B4_std,0.0068088128335359755
B4_min,0.006797008439097314
NDMI_median,0.006783460020028063
B6_std,0.006695328094087051
NDRE_min,0.006669357895067796
NDRE_amplitude,0.006617228733322946
B11_max,0.006540896693507667
NDRE_std,0.006442983123158833
B8_min,0.006358587404389107
EVI_slope_down,0.006324839493222819
NDTI_amplitude,0.006261913808118157
B12_amplitude,0.0062440031077491565
NDVI_slope_up,0.0061962267790784216
B11_slope_down,0.006168819559140056
NDTI_max,0.006019892456603909
B8A_median,0.006018766005163
EVI_max,0.0060042745039099125
B12_min,0.005758693497568425
NDVI_slope_down,0.005727155968410171
B11_slope_up,0.0056636327936170384
B5_min,0.005585193453806628
B8A_std,0.005571227919200125
NDMI_mean,0.0055684000507145275
B4_amplitude,0.005542913407891531
NDRE_mean,0.005534821666417744
B6_median,0.005509292348278319
NDRE_max,0.005479689028892119
B11_median,0.005364362669154976
B7_median,0.005245876357716671
B5_median,0.005193236900072936
B5_mean,0.005137570216254483
EVI_amplitude,0.0050467896344293705
NDRE_slope_down,0.004886509349616188
B11_min,0.0048123677300144045
B7_std,0.004806990482776347
B11_mean,0.004757265585823013
NDRE_median,0.004752834879311849
B8_max,0.004665933357659067
B8_std,0.004617865173351705
NDRE_slope_up,0.004545706218989988
B7_min,0.004494538464142482
B8A_min,0.004483031901078489
B7_mean,0.00444125723174598
B2_slope_up,0.0044165284666999385
B6_slope_up,0.00437724364298009
B5_amplitude,0.004361422205195673
B4_slope_down,0.004295069234063144
B7_slope_up,0.0042554719468916435
B3_slope_up,0.004187219179731273
B6_min,0.004159670037212836
B4_slope_up,0.0041346281990367025
B5_slope_down,0.004108830318145995
B8A_mean,0.004099723100866521
B3_slope_down,0.004068193297437552
B3_std,0.004066109285373185
B5_slope_up,0.004040107330174313
B2_std,0.004039043251424916
B8_slope_up,0.00403770072978178
B6_mean,0.003986079684126423
B2_slope_down,0.003896440222390851
B6_amplitude,0.0038901317791819666
NDMI_max,0.0038863360148250186
B8_slope_down,0.0038816646316870984
B7_max,0.003881094081509073
B8A_slope_down,0.0038448547130187118
B2_max,0.003830268183555478
B8A_amplitude,0.003808092910829214
B8A_slope_up,0.003808062354956146
B6_slope_down,0.0037453170177216034
B7_slope_down,0.003736687191596343
B3_max,0.003567858589987963
B8_amplitude,0.003558556296357627
B7_amplitude,0.0035465762569689098
B2_amplitude,0.003537103221856774
B8A_max,0.0034878708773820716
B5_max,0.0034674304602962695
NDTI_slope_down,0.0034599404897512186
B4_argmax,0.003313588311331721
B12_argmax,0.003263478119605942
NDTI_slope_up,0.0032621898771130597
B6_max,0.003234908547986412
NDRE_argmax,0.003163390375237227
B3_amplitude,0.003158431567265678
B5_argmax,0.0030643211114870627
B11_argmax,0.002995831724359785
NDTI_argmax,0.00268052901368035
NDMI_argmax,0.0026436138109677616
NDVI_argmax,0.0022681707368691585
B8_argmax,0.0021866179165723402
B2_argmax,0.0021288464789768597
B3_argmax,0.002101575912434611
EVI_argmax,0.0020121060805828846
B6_argmax,0.0019770741537074843
B8A_argmax,0.0017959817033077823
B7_argmax,0.0017142895914163687
